model,temperature,seed,bleu_representativeness,folder
claude-3.5-haiku,0.8,999,0.2205,termination-restricted-15
claude-3.5-haiku,0.8,42,0.1139,loop-acceleration
claude-3.5-haiku,0.8,42,0.4874,termination-numeric
claude-3.5-haiku,0.8,42,0.0257,termination-crafted
claude-3.5-haiku,0.8,123,0.2005,recursive
claude-3.5-haiku,0.8,999,0.0809,loops
claude-3.5-haiku,0.8,123,0.171,termination-restricted-15
claude-3.5-haiku,0.8,42,0.1088,loops-crafted-1
claude-3.5-haiku,0.8,123,0.09,loops-crafted-1
claude-3.5-haiku,0.8,123,0.1045,termination-crafted
claude-3.5-haiku,0.8,123,0.5328,termination-numeric
claude-3.5-haiku,0.8,42,0.2035,termination-restricted-15
claude-3.5-haiku,0.8,42,0.1188,termination-crafted
claude-3.5-haiku,0.8,42,0.2835,recursive
claude-3.5-haiku,0.8,999,0.3006,termination-numeric
claude-3.5-haiku,0.8,999,0.0957,termination-bwb
claude-3.5-haiku,0.8,42,0.0822,termination-bwb
claude-3.5-haiku,0.8,42,0.0912,loops
claude-3.5-haiku,0.8,123,0.1895,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.305,termination-crafted
claude-3.5-haiku,0.8,123,0.1437,array-fpi
claude-3.5-haiku,0.8,999,0.2979,termination-crafted
claude-3.5-haiku,0.8,999,0.11,termination-restricted-15
claude-3.5-haiku,0.8,999,0.0855,array-fpi
claude-3.5-haiku,0.8,123,0.251,loops
claude-3.5-haiku,0.8,42,0.1234,array-fpi
claude-3.5-haiku,0.8,999,0.2784,recursive
claude-3.5-haiku,0.8,42,0.0777,termination-crafted-lit
claude-3.5-haiku,0.8,123,0.0795,termination-crafted
claude-3.5-haiku,0.8,123,0.1878,loop-acceleration
claude-3.5-haiku,0.8,42,0.1303,array-fpi
claude-3.5-haiku,0.8,42,0.0,loop-invgen
claude-3.5-haiku,0.8,123,0.1179,termination-crafted
claude-3.5-haiku,0.8,42,0.4126,termination-crafted
claude-3.5-haiku,0.8,999,0.1763,loops
claude-3.5-haiku,0.8,999,0.0985,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.0001,bitvector
claude-3.5-haiku,0.8,123,0.3871,termination-crafted
claude-3.5-haiku,0.8,123,0.0444,termination-bwb
claude-3.5-haiku,0.8,123,0.0,bitvector
claude-3.5-haiku,0.8,42,0.282,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.1972,loop-acceleration
claude-3.5-haiku,0.8,999,0.1912,array-fpi
claude-3.5-haiku,0.8,999,0.252,termination-crafted
claude-3.5-haiku,0.8,123,0.2187,array-fpi
claude-3.5-haiku,0.8,42,0.3052,array-memsafety
claude-3.5-haiku,0.8,999,0.1424,loop-acceleration
claude-3.5-haiku,0.8,999,0.0,loop-invgen
claude-3.5-haiku,0.8,123,0.0503,termination-crafted
claude-3.5-haiku,0.8,999,0.0001,bitvector
claude-3.5-haiku,0.8,123,0.2083,array-memsafety
claude-3.5-haiku,0.8,123,0.1207,termination-crafted
claude-3.5-haiku,0.8,123,0.231,termination-crafted-lit
claude-3.5-haiku,0.8,999,0.0357,termination-crafted
claude-3.5-haiku,0.8,999,0.0399,termination-crafted
claude-3.5-haiku,0.8,999,0.0,loop-industry-pattern
claude-3.5-haiku,0.8,999,0.1992,termination-crafted-lit
claude-3.5-haiku,0.8,42,0.0424,termination-crafted
claude-3.5-haiku,0.8,42,0.0,loop-industry-pattern
claude-3.5-haiku,0.8,123,0.0,loop-invgen
claude-3.5-haiku,0.8,123,0.0598,termination-nla
claude-3.5-haiku,0.8,999,0.2335,termination-crafted
claude-3.5-haiku,0.8,42,0.0544,termination-nla
claude-3.5-haiku,0.8,999,0.0829,loops
claude-3.5-haiku,0.8,123,0.0019,loop-industry-pattern
claude-3.5-haiku,0.8,999,0.0831,termination-nla
claude-3.5-haiku,0.8,123,0.1554,bitvector
claude-3.5-haiku,0.8,42,0.1784,termination-crafted
claude-3.5-haiku,0.8,999,0.1206,array-memsafety
claude-3.5-haiku,0.8,999,0.1077,recursive-simple
claude-3.5-haiku,0.8,42,0.1436,termination-crafted
claude-3.5-haiku,0.8,42,0.0272,termination-nla
claude-3.5-haiku,0.8,999,0.1336,bitvector
claude-3.5-haiku,0.8,42,0.1264,loops
claude-3.5-haiku,0.8,123,0.033,termination-restricted-15
claude-3.5-haiku,0.8,123,0.103,recursive-simple
claude-3.5-haiku,0.8,123,0.2073,termination-restricted-15
claude-3.5-haiku,0.8,999,0.1722,termination-restricted-15
claude-3.5-haiku,0.8,999,0.2086,termination-restricted-15
claude-3.5-haiku,0.8,123,0.2564,termination-restricted-15
claude-3.5-haiku,0.8,42,0.0828,bitvector
claude-3.5-haiku,0.8,123,0.0834,termination-bwb
claude-3.5-haiku,0.8,42,0.1859,termination-bwb
claude-3.5-haiku,0.8,123,0.1798,array-fpi
claude-3.5-haiku,0.8,42,0.0995,array-fpi
claude-3.5-haiku,0.8,123,0.0458,termination-nla
claude-3.5-haiku,0.8,123,0.1077,loops
claude-3.5-haiku,0.8,42,0.1014,termination-restricted-15
claude-3.5-haiku,0.8,999,0.1276,termination-bwb
claude-3.5-haiku,0.8,999,0.0409,termination-nla
claude-3.5-haiku,0.8,999,0.1358,loop-acceleration
claude-3.5-haiku,0.8,42,0.1133,termination-restricted-15
claude-3.5-haiku,0.8,123,0.2046,loops-crafted-1
claude-3.5-haiku,0.8,42,0.146,recursive-simple
claude-3.5-haiku,0.8,42,0.2577,loops-crafted-1
claude-3.5-haiku,0.8,42,0.2153,loop-acceleration
claude-3.5-haiku,0.8,42,0.1318,termination-restricted-15
claude-3.5-haiku,0.8,999,0.0856,termination-restricted-15
claude-3.5-haiku,0.8,999,0.0967,loops-crafted-1
claude-3.5-haiku,0.8,123,0.0952,loop-acceleration
claude-3.5-haiku,0.8,999,0.1858,array-fpi
