model,temperature,seed,bleu_representativeness,folder
qwen2.5-32b,0.2,123,0.2003,termination-restricted-15
qwen2.5-32b,0.2,42,0.3304,array-fpi
qwen2.5-32b,0.2,999,0.1204,array-fpi
qwen2.5-32b,0.2,123,0.3417,termination-crafted
qwen2.5-32b,0.2,42,0.4272,termination-crafted
qwen2.5-32b,0.2,999,0.2812,termination-crafted
qwen2.5-32b,0.2,999,0.2682,termination-numeric
qwen2.5-32b,0.2,999,0.1638,loop-acceleration
qwen2.5-32b,0.2,42,0.0665,termination-restricted-15
qwen2.5-32b,0.2,123,0.1075,termination-crafted
qwen2.5-32b,0.2,123,0.0,loop-invgen
qwen2.5-32b,0.2,123,0.2761,array-fpi
qwen2.5-32b,0.2,42,0.2437,loop-acceleration
qwen2.5-32b,0.2,999,0.0929,termination-crafted-lit
qwen2.5-32b,0.2,999,0.0224,termination-restricted-15
qwen2.5-32b,0.2,42,0.0809,termination-crafted
qwen2.5-32b,0.2,123,0.2356,termination-crafted
qwen2.5-32b,0.2,123,0.3281,loops
qwen2.5-32b,0.2,42,0.3225,array-fpi
qwen2.5-32b,0.2,123,0.0328,termination-crafted
qwen2.5-32b,0.2,999,0.2893,array-fpi
qwen2.5-32b,0.2,999,0.3971,loops
qwen2.5-32b,0.2,42,0.0,loop-invgen
qwen2.5-32b,0.2,42,0.3586,termination-crafted
qwen2.5-32b,0.2,999,0.0,loop-invgen
qwen2.5-32b,0.2,999,0.3852,termination-crafted
qwen2.5-32b,0.2,999,0.3257,termination-crafted
qwen2.5-32b,0.2,42,0.2035,termination-crafted
qwen2.5-32b,0.2,999,0.0,termination-crafted
qwen2.5-32b,0.2,42,0.0001,termination-crafted
qwen2.5-32b,0.2,123,0.295,array-fpi
qwen2.5-32b,0.2,123,0.0968,termination-crafted-lit
qwen2.5-32b,0.2,999,0.0001,bitvector
qwen2.5-32b,0.2,123,0.0,array-memsafety
qwen2.5-32b,0.2,42,0.4052,loops
qwen2.5-32b,0.2,42,0.4898,array-memsafety
qwen2.5-32b,0.2,999,0.0002,array-memsafety
qwen2.5-32b,0.2,999,0.1799,termination-crafted-lit
qwen2.5-32b,0.2,999,0.1135,bitvector
qwen2.5-32b,0.2,42,0.0,bitvector
qwen2.5-32b,0.2,42,0.1148,bitvector
qwen2.5-32b,0.2,123,0.226,termination-crafted
qwen2.5-32b,0.2,123,0.1513,loop-acceleration
qwen2.5-32b,0.2,999,0.0441,termination-restricted-15
qwen2.5-32b,0.2,42,0.5243,termination-nla
qwen2.5-32b,0.2,123,0.1985,recursive-simple
qwen2.5-32b,0.2,42,0.2568,loops
qwen2.5-32b,0.2,123,0.2284,termination-crafted
qwen2.5-32b,0.2,123,0.1095,bitvector
qwen2.5-32b,0.2,42,0.3111,recursive-simple
qwen2.5-32b,0.2,999,0.0949,recursive-simple
qwen2.5-32b,0.2,999,0.0425,termination-crafted
qwen2.5-32b,0.2,42,0.2205,termination-crafted-lit
qwen2.5-32b,0.2,999,0.1365,termination-crafted-lit
qwen2.5-32b,0.2,123,0.197,termination-nla
qwen2.5-32b,0.2,999,0.5163,termination-nla
qwen2.5-32b,0.2,123,0.0,termination-restricted-15
qwen2.5-32b,0.2,123,0.5436,termination-restricted-15
qwen2.5-32b,0.2,123,0.1971,loops
qwen2.5-32b,0.2,42,0.1008,termination-restricted-15
qwen2.5-32b,0.2,42,0.0467,termination-restricted-15
qwen2.5-32b,0.2,123,0.2234,termination-bwb
qwen2.5-32b,0.2,999,0.1409,termination-restricted-15
qwen2.5-32b,0.2,123,0.1327,termination-restricted-15
qwen2.5-32b,0.2,123,0.2847,array-fpi
qwen2.5-32b,0.2,42,0.0617,termination-nla
qwen2.5-32b,0.2,999,0.0673,termination-restricted-15
qwen2.5-32b,0.2,42,0.0,loop-acceleration
qwen2.5-32b,0.2,999,0.185,loops
qwen2.5-32b,0.2,42,0.2826,array-fpi
qwen2.5-32b,0.2,123,0.03,bitvector
qwen2.5-32b,0.2,999,0.2521,loop-acceleration
qwen2.5-32b,0.2,999,0.1549,loop-industry-pattern
qwen2.5-32b,0.2,123,0.342,loop-acceleration
qwen2.5-32b,0.2,999,0.3345,array-fpi
qwen2.5-32b,0.2,999,0.2937,termination-bwb
qwen2.5-32b,0.2,123,0.0275,termination-nla
qwen2.5-32b,0.2,42,0.26,loops-crafted-1
qwen2.5-32b,0.2,42,0.0803,loop-industry-pattern
qwen2.5-32b,0.2,42,0.0872,termination-restricted-15
qwen2.5-32b,0.2,42,0.1937,termination-bwb
qwen2.5-32b,0.2,999,0.4293,termination-restricted-15
qwen2.5-32b,0.2,123,0.1676,loops-crafted-1
qwen2.5-32b,0.2,999,0.0227,loops-crafted-1
qwen2.5-32b,0.2,999,0.1766,termination-nla
qwen2.5-32b,0.2,123,0.0009,loop-industry-pattern
