model,temperature,seed,bleu_representativeness,folder
claude-3.5-haiku,0.5,42,0.0598,termination-restricted-15
claude-3.5-haiku,0.5,123,0.2839,recursive
claude-3.5-haiku,0.5,42,0.1581,recursive-simple
claude-3.5-haiku,0.5,123,0.0185,loops-crafted-1
claude-3.5-haiku,0.5,999,0.0604,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.178,loops-crafted-1
claude-3.5-haiku,0.5,999,0.0994,loops
claude-3.5-haiku,0.5,123,0.0602,termination-restricted-15
claude-3.5-haiku,0.5,999,0.416,termination-numeric
claude-3.5-haiku,0.5,42,0.1729,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.1857,termination-numeric
claude-3.5-haiku,0.5,999,0.0629,termination-crafted-lit
claude-3.5-haiku,0.5,999,0.1056,termination-restricted-15
claude-3.5-haiku,0.5,42,0.0833,termination-bwb
claude-3.5-haiku,0.5,42,0.082,loops
claude-3.5-haiku,0.5,123,0.1507,array-fpi
claude-3.5-haiku,0.5,999,0.0776,termination-crafted
claude-3.5-haiku,0.5,42,0.0941,termination-crafted
claude-3.5-haiku,0.5,42,0.1466,loops
claude-3.5-haiku,0.5,123,0.1667,recursive
claude-3.5-haiku,0.5,123,0.0832,termination-bwb
claude-3.5-haiku,0.5,42,0.1871,array-fpi
claude-3.5-haiku,0.5,123,0.153,loops
claude-3.5-haiku,0.5,123,0.1337,termination-crafted
claude-3.5-haiku,0.5,123,0.2001,termination-crafted
claude-3.5-haiku,0.5,999,0.1305,loops
claude-3.5-haiku,0.5,123,0.0,bitvector
claude-3.5-haiku,0.5,42,0.235,array-fpi
claude-3.5-haiku,0.5,999,0.0,bitvector
claude-3.5-haiku,0.5,999,0.2886,array-fpi
claude-3.5-haiku,0.5,999,0.0,loop-invgen
claude-3.5-haiku,0.5,123,0.416,termination-crafted
claude-3.5-haiku,0.5,42,0.3764,termination-crafted
claude-3.5-haiku,0.5,42,0.0434,termination-crafted
claude-3.5-haiku,0.5,42,0.226,recursive
claude-3.5-haiku,0.5,42,0.0985,termination-crafted
claude-3.5-haiku,0.5,999,0.4392,termination-crafted
claude-3.5-haiku,0.5,999,0.0355,termination-crafted
claude-3.5-haiku,0.5,999,0.015,array-fpi
claude-3.5-haiku,0.5,123,0.0639,termination-crafted
claude-3.5-haiku,0.5,999,0.143,termination-crafted
claude-3.5-haiku,0.5,123,0.0,loop-invgen
claude-3.5-haiku,0.5,42,0.0,loop-invgen
claude-3.5-haiku,0.5,42,0.1053,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.13,termination-restricted-15
claude-3.5-haiku,0.5,999,0.1427,loop-acceleration
claude-3.5-haiku,0.5,999,0.0851,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.0939,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.3622,array-memsafety
claude-3.5-haiku,0.5,42,0.1707,array-memsafety
claude-3.5-haiku,0.5,123,0.1241,termination-crafted
claude-3.5-haiku,0.5,999,0.0,loop-industry-pattern
claude-3.5-haiku,0.5,999,0.1836,array-memsafety
claude-3.5-haiku,0.5,123,0.0047,loop-industry-pattern
claude-3.5-haiku,0.5,42,0.0377,bitvector
claude-3.5-haiku,0.5,42,0.0001,loop-industry-pattern
claude-3.5-haiku,0.5,999,0.0418,termination-crafted
claude-3.5-haiku,0.5,999,0.0869,bitvector
claude-3.5-haiku,0.5,123,0.059,bitvector
claude-3.5-haiku,0.5,999,0.1522,termination-crafted
claude-3.5-haiku,0.5,123,0.2108,array-fpi
claude-3.5-haiku,0.5,42,0.0,bitvector
claude-3.5-haiku,0.5,123,0.0896,loops
claude-3.5-haiku,0.5,42,0.2091,recursive-simple
claude-3.5-haiku,0.5,999,0.0358,termination-bwb
claude-3.5-haiku,0.5,999,0.1961,recursive
claude-3.5-haiku,0.5,123,0.204,recursive-simple
claude-3.5-haiku,0.5,42,0.2066,loops
claude-3.5-haiku,0.5,42,0.0578,termination-nla
claude-3.5-haiku,0.5,42,0.176,termination-nla
claude-3.5-haiku,0.5,123,0.1966,loop-acceleration
claude-3.5-haiku,0.5,42,0.1219,termination-crafted
claude-3.5-haiku,0.5,999,0.2394,recursive-simple
claude-3.5-haiku,0.5,123,0.0587,termination-nla
claude-3.5-haiku,0.5,999,0.0698,termination-nla
claude-3.5-haiku,0.5,123,0.211,array-fpi
claude-3.5-haiku,0.5,999,0.1072,termination-restricted-15
claude-3.5-haiku,0.5,999,0.2654,loops
claude-3.5-haiku,0.5,123,0.0828,termination-restricted-15
claude-3.5-haiku,0.5,123,0.0961,termination-restricted-15
claude-3.5-haiku,0.5,999,0.3868,termination-restricted-15
claude-3.5-haiku,0.5,999,0.0878,termination-restricted-15
claude-3.5-haiku,0.5,123,0.0548,termination-crafted
claude-3.5-haiku,0.5,999,0.2346,termination-bwb
claude-3.5-haiku,0.5,42,0.0929,termination-bwb
claude-3.5-haiku,0.5,42,0.1918,loops-crafted-1
claude-3.5-haiku,0.5,42,0.245,loop-acceleration
claude-3.5-haiku,0.5,123,0.1941,termination-bwb
claude-3.5-haiku,0.5,999,0.1997,termination-nla
claude-3.5-haiku,0.5,42,0.0428,termination-restricted-15
claude-3.5-haiku,0.5,999,0.2348,array-fpi
claude-3.5-haiku,0.5,123,0.1683,termination-restricted-15
claude-3.5-haiku,0.5,999,0.1061,loops-crafted-1
claude-3.5-haiku,0.5,42,0.203,loop-acceleration
claude-3.5-haiku,0.5,123,0.0736,termination-crafted-lit
claude-3.5-haiku,0.5,123,0.3903,loops-crafted-1
claude-3.5-haiku,0.5,123,0.0575,termination-nla
claude-3.5-haiku,0.5,42,0.158,array-fpi
claude-3.5-haiku,0.5,999,0.1774,loop-acceleration
claude-3.5-haiku,0.5,42,0.1957,termination-restricted-15
claude-3.5-haiku,0.5,123,0.1253,loop-acceleration
claude-3.5-haiku,0.5,999,0.104,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.112,termination-restricted-15
