property,original_index,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors,s123_pass,s123_complete,s123_errors
no-overflow,15,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 4}, ""endPos"": {""line"": 13, ""column"": 21}, ""data"": ""function expected at\n  student_version\nterm has type\n  (?m.6 : Sort ?u.5)""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 24}, ""endPos"": {""line"": 13, ""column"": 41}, ""data"": ""function expected at\n  correct_version\nterm has type\n  (?m.16 : Sort ?u.15)""}]"
valid-memsafety,16,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 39}, ""endPos"": {""line"": 3, ""column"": 7}, ""data"": ""unsolved goals\na\u271d : Unit\n\u22a2 \u2124 \u00d7 \u2124 \u00d7 \u2124""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]"
termination,17,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]"
unreach-call,18,False,,no code,True,True,[],False,False,
termination,19,False,,no code,False,False,Theorem is missing a header,False,False,
no-overflow,20,False,,no code,True,True,[],True,True,[]
termination,21,True,True,[],True,True,[],True,True,[]
termination,22,False,,no code,True,True,[],True,True,[]
unreach-call,23,True,True,[],False,,no code,True,False,[]
unreach-call,24,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 13}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'let'; expected ','""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 92}, ""endPos"": null, ""data"": ""expected ';' or line break""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 71}, ""data"": ""application type mismatch\n  Classical.choice \u22ef\nargument\n  Exists.intro (0 : \u2115) (?m.23 : (?m.10 : (?m.9 : Sort ?u.8) \u2192 Prop) (0 : (?m.13 : Sort ?u.12)))\nhas type\n  Exists (?m.10 : (?m.9 : Sort ?u.8) \u2192 Prop) : Prop\nbut is expected to have type\n  Nonempty (?m.7 : Sort ?u.6) : Prop""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 65}, ""endPos"": {""line"": 14, ""column"": 69}, ""data"": ""simp made no progress""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 12}, ""endPos"": {""line"": 14, ""column"": 72}, ""data"": ""unsolved goals\n\u22a2 (?m.7 : Sort ?u.6)""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 80}, ""endPos"": {""line"": 16, ""column"": 91}, ""data"": ""invalid `try`, it must have a `catch` or `finally`""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 10}, ""endPos"": {""line"": 16, ""column"": 91}, ""data"": ""unsolved goals\n\u22a2 Sort ?u.421""}]",True,False,[]
def-behavior,25,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 29}, ""endPos"": {""line"": 12, ""column"": 30}, ""data"": ""unexpected token '('; expected ':=', 'where' or '|'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 53}, ""endPos"": {""line"": 12, ""column"": 54}, ""data"": ""unexpected token '-'; expected identifier""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 62}, ""endPos"": {""line"": 12, ""column"": 63}, ""data"": ""unexpected token ')'; expected ':=', 'where' or '|'""}]"
valid-memsafety,26,True,True,[],False,,no code,True,True,[]
unreach-call,27,False,,no code,False,,no code,True,True,[]
unreach-call,28,True,True,[],False,,no code,False,,no code
no-overflow,29,True,True,[],True,True,[],False,,no code
unreach-call,30,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 7}, ""endPos"": {""line"": 13, ""column"": 21}, ""data"": ""function expected at\n  init\nterm has type\n  (?m.4 : Sort ?u.3)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",True,True,[]
no-overflow,31,False,False,,True,True,[],True,True,[]
valid-memsafety,32,True,True,[],False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 26}, ""endPos"": {""line"": 6, ""column"": 14}, ""data"": ""unexpected token 'termination_by'; expected 'else'""}]"
def-behavior,33,True,False,[],False,,no code,False,,no code
termination,34,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}, {""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 14}, ""endPos"": {""line"": 19, ""column"": 19}, ""data"": ""typeclass instance problem is stuck, it is often due to metavariables\n  LT (?m.253 : Type ?u.249)""}]",True,False,[],True,True,[]
def-behavior,35,False,,no code,True,True,[],True,True,[]
valid-memsafety,36,True,True,[],True,True,[],True,True,[]
valid-memsafety,37,True,True,[],True,True,[],True,True,[]
termination,38,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 5}, ""endPos"": {""line"": 14, ""column"": 7}, ""data"": ""unexpected token '%'; expected ','""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 7}, ""data"": ""'Inv' has already been declared""}]"
valid-memsafety,39,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 5}, ""endPos"": {""line"": 14, ""column"": 7}, ""data"": ""unexpected token '<'; expected ','""}]"
no-overflow,40,True,True,[],False,,no code,False,,no code
termination,41,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]"
termination,42,True,False,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 13}, ""endPos"": {""line"": 5, ""column"": 16}, ""data"": ""unexpected token ':='; expected '_', identifier or term""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]"
no-overflow,43,True,True,[],True,True,[],True,True,[]
termination,44,True,True,[],True,True,[],False,,no code
no-overflow,45,True,True,[],True,True,[],True,True,[]
valid-memsafety,46,True,True,[],True,True,[],True,True,[]
no-overflow,47,False,,no code,True,True,[],True,True,[]
unreach-call,48,True,True,[],True,False,[],False,,no code
valid-memsafety,49,True,False,[],True,True,[],True,True,[]
