property,original_index,s999_pass,s999_complete,s999_errors,s123_pass,s123_complete,s123_errors,s42_pass,s42_complete,s42_errors
no-overflow,13,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 9}, ""data"": ""fail to show termination for\n  hanoi\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    hanoi (n - 1)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\nn : \u2115\n\u22a2 0 < n""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 14}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""function expected at\n  Ref\nterm has type\n  ?m.164950""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 9}, ""data"": ""fail to show termination for\n  hanoi\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    hanoi (n - 1)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\nn : \u2115\n\u22a2 0 < n""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""fail to show termination for\n  hanoi\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    hanoi (n - 1)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\nn : \u2115\n\u22a2 0 < n""}]"
def-behavior,14,True,True,[],True,True,[],True,True,[]
no-overflow,15,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 \u2115""}]",True,True,[]
valid-memsafety,16,True,True,[],True,False,[],True,True,[]
termination,17,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 19}, ""endPos"": {""line"": 5, ""column"": 21}, ""data"": ""unexpected token 'by'; expected command""}]"
unreach-call,18,True,True,[],False,False,,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 3}, ""endPos"": {""line"": 3, ""column"": 6}, ""data"": ""unexpected token ':='; expected '=>'""}]"
termination,19,True,True,[],False,False,,True,False,[]
no-overflow,20,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 7}, ""data"": ""'Int' has already been declared""}]"
termination,21,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",True,True,[]
termination,22,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 27, ""column"": 4}, ""endPos"": {""line"": 27, ""column"": 9}, ""data"": ""unexpected token 'sorry'; expected command""}]"
unreach-call,23,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 12}, ""endPos"": {""line"": 8, ""column"": 11}, ""data"": ""unexpected token 'let'; expected 'else'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""fail to show termination for\n  fibonacci\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    fibonacci (n - 1)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\nn : \u2115\n\u22a2 0 < n""}]"
unreach-call,24,True,True,[],True,True,[],True,True,[]
def-behavior,25,True,True,[],True,True,[],True,True,[]
valid-memsafety,26,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 15}, ""data"": ""'Array' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 30}, ""endPos"": {""line"": 2, ""column"": 32}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 15}, ""data"": ""'Array' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 30}, ""endPos"": {""line"": 2, ""column"": 32}, ""data"": ""unexpected token 'by'; expected command""}]",True,True,[]
unreach-call,27,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 24, ""column"": 54}, ""endPos"": {""line"": 27, ""column"": 9}, ""data"": ""unsolved goals\nmain : Sort u_1\nreach_error : Prop\nhmain : main\na\u271d : reach_error\n\u22a2 False""}]",True,True,[],True,True,[]
unreach-call,28,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""fail to show termination for\n  main\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    main (x + 1)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\na\u271d : \u2115\nx : \u2115 := a\u271d\nh\u271d\u00b9 : x < 268435455\nh\u271d : x < 65521\n\u22a2 a\u271d + 1 < a\u271d""}, {""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 85}, ""endPos"": {""line"": 19, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 \u2200 (x : \u2115), main x < (268435455 : \u2115) \u2192 \u2203 (y : \u2115), main x = y \u2227 y % (2 : \u2115) = (0 : \u2115)""}]"
no-overflow,29,True,True,[],True,True,[],True,True,[]
unreach-call,30,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 22}, ""endPos"": {""line"": 13, ""column"": 8}, ""data"": ""unexpected token 'in'; expected 'else'""}]",True,True,[]
no-overflow,31,True,True,[],True,True,[],True,True,[]
valid-memsafety,32,True,True,[],False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""fail to show termination for\n  mc91\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  the type \u2124 does not have a `.brecOn` recursor\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\na\u271d : \u2124\nn : \u2124 := a\u271d\nh\u271d : \u00acn > 100\n\u22a2 sizeOf (a\u271d + 11) < sizeOf a\u271d""}]"
def-behavior,33,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 34}, ""endPos"": {""line"": 2, ""column"": 43}, ""data"": ""function expected at\n  Ptr\nterm has type\n  ?m.6""}]"
termination,34,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 10}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unexpected token ':='; expected '=>'""}]",True,True,[]
def-behavior,35,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 29}, ""endPos"": {""line"": 6, ""column"": 30}, ""data"": ""unexpected token '('; expected ':' or 'then'""}]",True,True,[],True,True,[]
valid-memsafety,36,True,True,[],True,True,[],True,True,[]
valid-memsafety,37,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 44, ""column"": 4}, ""endPos"": {""line"": 44, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 44, ""column"": 4}, ""endPos"": {""line"": 44, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",True,True,[]
termination,38,True,True,[],True,True,[],True,True,[]
valid-memsafety,39,True,False,[],True,True,[],True,True,[]
no-overflow,40,True,True,[],True,True,[],True,True,[]
termination,41,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]"
termination,42,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 33}, ""endPos"": null, ""data"": ""expected ';' or line break""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",True,True,[]
no-overflow,43,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 10}, ""endPos"": {""line"": 3, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]"
termination,44,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]"
no-overflow,45,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'bool' has already been declared""}]",True,True,[]
valid-memsafety,46,True,True,[],True,True,[],True,True,[]
no-overflow,47,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",True,True,[],True,True,[]
unreach-call,48,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]"
valid-memsafety,49,True,True,[],True,True,[],True,True,[]
