property,original_index,s123_pass,s123_complete,s123_errors,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors
no-overflow,10,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 19}, ""endPos"": {""line"": 15, ""column"": 20}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
def-behavior,11,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 8}, ""endPos"": {""line"": 16, ""column"": 9}, ""data"": ""unexpected token '-'; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 40}, ""endPos"": {""line"": 19, ""column"": 41}, ""data"": ""unexpected token '-'; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 40, ""column"": 55}, ""endPos"": {""line"": 41, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 40, ""column"": 23}, ""endPos"": {""line"": 40, ""column"": 49}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 40, ""column"": 53}, ""endPos"": {""line"": 40, ""column"": 55}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nState_behavior : x\u271d\n\u22a2 (?m.95 : Sort ?u.94)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 20}, ""endPos"": {""line"": 14, ""column"": 21}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
valid-memsafety,12,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 20}, ""endPos"": {""line"": 16, ""column"": 21}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 73}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 14, ""column"": 13}, ""data"": ""type of theorem 'lean4_proof' is not a proposition\n  Bool""}]"
no-overflow,13,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 23}, ""endPos"": {""line"": 16, ""column"": 24}, ""data"": ""unexpected token '('; expected ')', ',' or ':'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 2}, ""endPos"": null, ""data"": ""expected token""}]"
def-behavior,14,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 26, ""column"": 32}, ""endPos"": {""line"": 27, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 26, ""column"": 30}, ""endPos"": {""line"": 26, ""column"": 32}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 14, ""column"": 18}, ""data"": ""type of theorem 'lean4_proof' is not a proposition\n  Prop""}]"
no-overflow,15,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 14, ""column"": 18}, ""data"": ""type of theorem 'lean_version' is not a proposition\n  Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 33}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 14, ""column"": 33}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
valid-memsafety,16,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 33}, ""endPos"": {""line"": 14, ""column"": 36}, ""data"": ""function expected at\n  a\nterm has type\n  (?m.73 : Sort ?u.72)""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 77}, ""endPos"": {""line"": 14, ""column"": 81}, ""data"": ""function expected at\n  a\nterm has type\n  (?m.73 : Sort ?u.72)""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 33}, ""endPos"": {""line"": 15, ""column"": 36}, ""data"": ""function expected at\n  a\nterm has type\n  (?m.73 : Sort ?u.72)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,,no code
termination,17,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 32}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 30}, ""endPos"": {""line"": 16, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 21}, ""endPos"": {""line"": 13, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
unreach-call,18,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 14}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""unexpected token 'with'; expected ':=', 'where' or '|'""}, {""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 32}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 27}, ""endPos"": null, ""data"": ""expected token""}]"
termination,19,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 42}, ""endPos"": null, ""data"": ""expected token""}]",False,,no code,False,,no code
no-overflow,20,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
termination,21,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 21}, ""endPos"": {""line"": 20, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 19}, ""endPos"": {""line"": 13, ""column"": 20}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
termination,22,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 0}, ""endPos"": {""line"": 3, ""column"": 3}, ""data"": ""unexpected token 'let'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 24}, ""endPos"": {""line"": 16, ""column"": 27}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 27}, ""endPos"": {""line"": 16, ""column"": 28}, ""data"": ""unexpected token ')'; expected command""}]"
unreach-call,23,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 27}, ""endPos"": {""line"": 18, ""column"": 28}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 38}, ""endPos"": {""line"": 12, ""column"": 49}, ""data"": ""function expected at\n  fibonacci\nterm has type\n  (?m.8 : Sort ?u.7)""}]",False,,no code
unreach-call,24,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 41}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
def-behavior,25,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 74}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 31}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 29}, ""endPos"": {""line"": 16, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 66}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 22}, ""endPos"": {""line"": 15, ""column"": 60}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 64}, ""endPos"": {""line"": 15, ""column"": 66}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nLTL : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]"
valid-memsafety,26,False,,no code,False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 25, ""column"": 52}, ""endPos"": {""line"": 26, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 25, ""column"": 50}, ""endPos"": {""line"": 25, ""column"": 52}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool \u2192 Bool \u2192 Bool \u2192 Bool""}]"
unreach-call,27,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 41}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 41}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
unreach-call,28,False,,no code,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
no-overflow,29,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": null, ""data"": ""expected token""}]"
unreach-call,30,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 69}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 22}, ""endPos"": {""line"": 14, ""column"": 63}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 67}, ""endPos"": {""line"": 14, ""column"": 69}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nLTL : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]",False,,no code
no-overflow,31,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 13, ""column"": 13}, ""data"": ""type of theorem 'no_overflow_proof' is not a proposition\n  Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 19}, ""endPos"": {""line"": 16, ""column"": 20}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 46}, ""endPos"": {""line"": 12, ""column"": 47}, ""data"": ""unexpected token ';'; expected '//', '|' or '}'""}]"
valid-memsafety,32,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 30}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 28}, ""endPos"": {""line"": 5, ""column"": 30}, ""data"": ""unsolved goals\nInt : Sort ?u.5\nn : Int\n\u22a2 Int""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 50}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 48}, ""endPos"": {""line"": 15, ""column"": 50}, ""data"": ""unsolved goals\n\u2115 : Sort u_1\nBool : Sort u_2\n\u22a2 (\u2115 \u2192 \u2115) \u2192 \u2115 \u2192 Bool""}]"
def-behavior,33,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 32}, ""endPos"": {""line"": 19, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 30}, ""endPos"": {""line"": 18, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 34}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 21}, ""endPos"": {""line"": 16, ""column"": 28}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 34}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nIO : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]",False,,no code
termination,34,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 3}, ""data"": ""unexpected token 'let'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 58}, ""endPos"": {""line"": 14, ""column"": 62}, ""data"": ""unexpected token 'end'; expected ')', ',' or ':'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 59}, ""endPos"": {""line"": 14, ""column"": 62}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 62}, ""endPos"": {""line"": 14, ""column"": 63}, ""data"": ""unexpected token ')'; expected command""}]",False,,no code
def-behavior,35,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 66}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 22}, ""endPos"": {""line"": 14, ""column"": 60}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 64}, ""endPos"": {""line"": 14, ""column"": 66}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nLTL : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]"
valid-memsafety,36,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 33}, ""endPos"": {""line"": 4, ""column"": 35}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 34}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 8}, ""endPos"": {""line"": 15, ""column"": 15}, ""data"": ""unexpected token; expected ')'""}]"
valid-memsafety,37,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 14, ""column"": 35}, ""data"": ""type of theorem 'lean_workbook_123456789' is not a proposition\n  Bool \u2192 Bool \u2192 Bool \u2192 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 13, ""column"": 13}, ""data"": ""type of theorem 'lean4_main' is not a proposition\n  Bool""}]"
termination,38,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 158}, ""endPos"": {""line"": 14, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 21}, ""endPos"": {""line"": 13, ""column"": 152}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 156}, ""endPos"": {""line"": 13, ""column"": 158}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nSpec : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 2}, ""endPos"": {""line"": 17, ""column"": 47}, ""data"": ""function expected at\n  System\nterm has type\n  (?m.3 : Sort ?u.2)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 32}, ""endPos"": {""line"": 14, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 30}, ""endPos"": {""line"": 13, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
valid-memsafety,39,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 66}, ""endPos"": {""line"": 20, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 42}, ""endPos"": null, ""data"": ""expected token""}]"
