property,original_index,s999_pass,s999_errors,s42_pass,s42_complete,s42_errors,s123_pass,s123_complete,s123_errors,s999_complete
no-overflow,10,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 13}, ""endPos"": {""line"": 2, ""column"": 17}, ""data"": ""unknown namespace 'Enum'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 42}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 40}, ""endPos"": {""line"": 4, ""column"": 42}, ""data"": ""unsolved goals\nInt : Sort ?u.5\nx z : Int\n\u22a2 Int""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 0}, ""endPos"": {""line"": 2, ""column"": 1}, ""data"": ""unexpected token '#'; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 10}, ""endPos"": {""line"": 3, ""column"": 14}, ""data"": ""'bool' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False
def-behavior,11,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 45}, ""endPos"": {""line"": 3, ""column"": 47}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 9}, ""endPos"": {""line"": 2, ""column"": 12}, ""data"": ""unknown namespace 'Set'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 10}, ""endPos"": {""line"": 3, ""column"": 15}, ""data"": ""'Array' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",True
valid-memsafety,12,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 8}, ""endPos"": {""line"": 3, ""column"": 14}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 8}, ""endPos"": {""line"": 4, ""column"": 10}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 8}, ""endPos"": {""line"": 5, ""column"": 10}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 10}, ""data"": ""unknown namespace 'Array'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 16}, ""data"": ""unknown namespace 'Expressions'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 14}, ""data"": ""unknown namespace 'Std.Array'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 23}, ""endPos"": {""line"": 9, ""column"": 36}, ""data"": ""invalid binder annotation, type is not a class instance\n  ?m.10\nuse the command `set_option checkBinderAnnotations false` to disable the check""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 34}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 14}, ""endPos"": {""line"": 11, ""column"": 23}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 32}, ""endPos"": {""line"": 11, ""column"": 34}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.21\nN : \u2115\nx\u271d : Sort ?u.24\nArray : x\u271d\na : ?m.28\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 21}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 19}, ""endPos"": {""line"": 5, ""column"": 21}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False
no-overflow,13,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 29}, ""endPos"": {""line"": 3, ""column"": 31}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Nat""}]",False,,no code,False,,no code,False
def-behavior,14,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 16}, ""data"": ""unknown namespace 'Expressions'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 27}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 25}, ""endPos"": {""line"": 8, ""column"": 27}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nInt : Sort ?u.13\ni : Nat\n\u22a2 Int""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 16}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 29}, ""endPos"": {""line"": 3, ""column"": 31}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.11\nx\u271d : Sort ?u.8\nArray : x\u271d\nn : \u2115\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 0}, ""endPos"": {""line"": 3, ""column"": 10}, ""data"": ""unexpected identifier; expected command""}]",False
no-overflow,15,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 14}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 12}, ""endPos"": {""line"": 3, ""column"": 14}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}]",
valid-memsafety,16,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 28}, ""endPos"": {""line"": 5, ""column"": 42}, ""data"": ""invalid binder annotation, type is not a class instance\n  ?m.10\nuse the command `set_option checkBinderAnnotations false` to disable the check""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 64}, ""endPos"": {""line"": 5, ""column"": 66}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 21}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 19}, ""endPos"": {""line"": 5, ""column"": 21}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 0}, ""endPos"": {""line"": 6, ""column"": 10}, ""data"": ""unexpected identifier; expected command""}]",False
termination,17,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 9}, ""endPos"": {""line"": 6, ""column"": 14}, ""data"": ""unexpected token 'Prop'; expected identifier""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 18}, ""endPos"": {""line"": 6, ""column"": 20}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 14}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 12}, ""endPos"": {""line"": 6, ""column"": 14}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",True,True,[],False
unreach-call,18,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 24}, ""endPos"": {""line"": 3, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",True,True,[],
termination,19,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 38}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 36}, ""endPos"": {""line"": 5, ""column"": 38}, ""data"": ""unsolved goals\nNat : Sort ?u.5\na : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\na : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 29}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 27}, ""endPos"": {""line"": 3, ""column"": 29}, ""data"": ""unsolved goals\nNat : Sort ?u.5\na : Nat\n\u22a2 Nat""}]",False
no-overflow,20,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 34}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 32}, ""endPos"": {""line"": 4, ""column"": 34}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.15\nUnit : Sort ?u.21\nd : \u2115\n\u22a2 \u2115 \u2192 \u2115 \u2192 Unit""}]",False,,no code,False
termination,21,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 20}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unsolved goals\nBool : Sort ?u.5\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 8}, ""endPos"": {""line"": 4, ""column"": 10}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 39}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 37}, ""endPos"": {""line"": 5, ""column"": 39}, ""data"": ""unsolved goals\nNat : Sort ?u.7\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False
termination,22,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 42}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 40}, ""endPos"": {""line"": 6, ""column"": 42}, ""data"": ""unsolved goals\nunit : Sort ?u.13\nnat : Sort ?u.14\nmain : unit \u2192 nat\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 3, ""column"": 30}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 33}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 31}, ""endPos"": {""line"": 4, ""column"": 33}, ""data"": ""unsolved goals\nNat : Sort ?u.7\n\u22a2 Nat \u2192 Nat \u2192 Prop""}]",False
unreach-call,23,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected identifier; expected command""}]",True,True,[],False
unreach-call,24,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 0}, ""endPos"": {""line"": 7, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 41}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 17}, ""endPos"": {""line"": 8, ""column"": 24}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 28}, ""endPos"": {""line"": 8, ""column"": 35}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 39}, ""endPos"": {""line"": 8, ""column"": 41}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\nmain : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 0}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 1}, ""endPos"": {""line"": 9, ""column"": 4}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 0}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 1}, ""endPos"": {""line"": 14, ""column"": 4}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 0}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 21}, ""endPos"": {""line"": 19, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 19}, ""endPos"": {""line"": 18, ""column"": 21}, ""data"": ""unsolved goals\nunit : Sort ?u.5\n\u22a2 unit""}]",False,,no code,False
def-behavior,25,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 14}, ""endPos"": {""line"": 2, ""column"": 24}, ""data"": ""unknown namespace 'Enumerable'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 46}, ""endPos"": {""line"": 3, ""column"": 48}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nx y : \u2115\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 14}, ""endPos"": {""line"": 2, ""column"": 18}, ""data"": ""unknown namespace 'Enum'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}]",False
valid-memsafety,26,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 10}, ""data"": ""unexpected identifier; expected command""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 41}, ""endPos"": {""line"": 3, ""column"": 43}, ""data"": ""unexpected token 'by'; expected command""}]",False
unreach-call,27,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 5}, ""endPos"": {""line"": 17, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 7}, ""endPos"": {""line"": 20, ""column"": 8}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 9}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 46}, ""endPos"": {""line"": 23, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 32}, ""endPos"": {""line"": 22, ""column"": 40}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 44}, ""endPos"": {""line"": 22, ""column"": 46}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.22\nN : \u2115\nx\u271d : Sort ?u.33\noption : x\u271d\nsz : \u2115\n\u22a2 {\u03b1 : Sort ?u.43} \u2192 \u03b1 \u2192 ?m.45""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 15}, ""endPos"": {""line"": 6, ""column"": 17}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",True
unreach-call,28,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 10}, ""endPos"": {""line"": 6, ""column"": 11}, ""data"": ""unexpected token '{'; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 5}, ""endPos"": {""line"": 8, ""column"": 13}, ""data"": ""unknown namespace 'function'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 27}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 25}, ""endPos"": {""line"": 9, ""column"": 27}, ""data"": ""unsolved goals\nInt : Sort ?u.5\n\u22a2 Int""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 21}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 19}, ""endPos"": {""line"": 3, ""column"": 21}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Expr.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 21}, ""data"": ""unknown namespace 'Lean.Microsystem'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 20}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 18}, ""endPos"": {""line"": 5, ""column"": 20}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False
no-overflow,29,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 32}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 19}, ""endPos"": {""line"": 3, ""column"": 26}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 3, ""column"": 32}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""unknown namespace 'Lean.CMem'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 24}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 11}, ""endPos"": {""line"": 3, ""column"": 18}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 22}, ""endPos"": {""line"": 3, ""column"": 24}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False
unreach-call,30,False,,True,True,[],False,,no code,False
