property,original_index,s123_pass,s123_errors,s42_pass,s42_complete,s42_errors,s999_pass,s999_complete,s999_errors,s123_complete
no-overflow,10,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 0}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 29}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 11}, ""endPos"": {""line"": 4, ""column"": 23}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 27}, ""endPos"": {""line"": 4, ""column"": 29}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nnonempty : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 7}, ""endPos"": {""line"": 7, ""column"": 11}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 48}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 46}, ""endPos"": {""line"": 8, ""column"": 48}, ""data"": ""unsolved goals\nNat : Sort ?u.10\np : Nat \u2192 Nat \u2192 Nat \u2192 Nat\n\u22a2 Nat""}]",True,True,[],False
def-behavior,11,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 10}, ""endPos"": {""line"": 3, ""column"": 19}, ""data"": ""unknown namespace 'CppNative'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 10}, ""endPos"": {""line"": 5, ""column"": 15}, ""data"": ""type expected, got\n  (Array : \u2115 \u2192 Type)""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 18}, ""endPos"": {""line"": 7, ""column"": 23}, ""data"": ""type expected, got\n  (Array : Type ?u.27 \u2192 Type ?u.27)""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 27}, ""endPos"": {""line"": 7, ""column"": 32}, ""data"": ""type expected, got\n  (Array : Type ?u.49 \u2192 Type ?u.49)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 45}, ""endPos"": {""line"": 3, ""column"": 47}, ""data"": ""unexpected token 'by'; expected command""}]",True,True,[],False
valid-memsafety,12,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 20}, ""endPos"": {""line"": 3, ""column"": 21}, ""data"": ""unexpected token ','; expected ')'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 10}, ""data"": ""unknown namespace 'Array'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 46}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 27}, ""endPos"": {""line"": 7, ""column"": 40}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 44}, ""endPos"": {""line"": 7, ""column"": 46}, ""data"": ""unsolved goals\nNat : Sort ?u.15\nx\u271d : Sort ?u.11\nArray : x\u271d\nf : Nat \u2192 Nat\n\u22a2 ?m.19""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 18}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""function expected at\n  Array \u2115\nterm has type\n  Type""}]",False
no-overflow,13,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 29}, ""endPos"": {""line"": 3, ""column"": 31}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Nat""}]",True
def-behavior,14,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 25}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": {""line"": 4, ""column"": 25}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 ?m.9 n""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 45}, ""endPos"": {""line"": 3, ""column"": 47}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 53}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 15}, ""endPos"": {""line"": 4, ""column"": 29}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 51}, ""endPos"": {""line"": 4, ""column"": 53}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\nInt : Sort ?u.15\na : ?m.13\nk : Int\n\u22a2 Prop""}]",False
no-overflow,15,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 14}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 12}, ""endPos"": {""line"": 3, ""column"": 14}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,,no code,True
valid-memsafety,16,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 4}, ""endPos"": {""line"": 6, ""column"": 6}, ""data"": ""unexpected token '+'; expected ')', ',' or ':'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 34}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 37}, ""endPos"": {""line"": 4, ""column"": 47}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 19}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 17}, ""endPos"": {""line"": 15, ""column"": 19}, ""data"": ""unsolved goals\n\u22a2 ?m.71""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 34}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 21}, ""endPos"": {""line"": 7, ""column"": 28}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 32}, ""endPos"": {""line"": 7, ""column"": 34}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nx\u271d : Sort ?u.8\nIO : x\u271d\np : Nat\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 10}, ""data"": ""unknown namespace 'Array'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 5}, ""endPos"": {""line"": 8, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 5}, ""endPos"": {""line"": 9, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 35}, ""endPos"": {""line"": 11, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 33}, ""endPos"": {""line"": 10, ""column"": 35}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Type""}]",False
termination,17,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 10}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'bool'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 42}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 40}, ""endPos"": {""line"": 5, ""column"": 42}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\ni j : \u2115\n\u22a2 Prop""}]",False
unreach-call,18,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 45}, ""data"": ""unexpected token; expected ']'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 24}, ""endPos"": {""line"": 3, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 3, ""column"": 30}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Nat""}]",False
termination,19,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 29}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 27}, ""endPos"": {""line"": 3, ""column"": 29}, ""data"": ""unsolved goals\nNat : Sort ?u.5\na : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 25}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 23}, ""endPos"": {""line"": 6, ""column"": 25}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\na : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 25}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": {""line"": 4, ""column"": 25}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\na : \u2115\n\u22a2 \u2115""}]",False
no-overflow,20,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 27}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 25}, ""endPos"": {""line"": 6, ""column"": 27}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nd : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 28}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 26}, ""endPos"": {""line"": 5, ""column"": 28}, ""data"": ""unsolved goals\nInt : Sort ?u.11\nUnit : Sort ?u.13\nd : Int\n\u22a2 Unit""}]",
termination,21,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 0}, ""endPos"": {""line"": 7, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 18}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 16}, ""endPos"": {""line"": 8, ""column"": 18}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 21}, ""data"": ""unknown namespace 'Lean.Parser.Term'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 25}, ""endPos"": {""line"": 9, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False
termination,22,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 43}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 41}, ""endPos"": {""line"": 4, ""column"": 43}, ""data"": ""unsolved goals\nNat : Sort ?u.7\np : Nat \u2192 Nat \u2192 Nat\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 26}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 24}, ""endPos"": {""line"": 7, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 42}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 40}, ""endPos"": {""line"": 6, ""column"": 42}, ""data"": ""unsolved goals\nunit : Sort ?u.13\nnat : Sort ?u.14\nmain : unit \u2192 nat\n\u22a2 Prop""}]",False
unreach-call,23,False,"[{""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 35}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 33}, ""endPos"": {""line"": 9, ""column"": 35}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 33}, ""endPos"": {""line"": 4, ""column"": 35}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 14}, ""endPos"": {""line"": 8, ""column"": 23}, ""data"": ""unexpected identifier; expected 'lemma'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 2}, ""endPos"": {""line"": 9, ""column"": 13}, ""data"": ""unknown attribute [lean_import]""}]",False
unreach-call,24,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 39}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 33}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 37}, ""endPos"": {""line"": 3, ""column"": 39}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nx\u271d : Sort ?u.8\noption : x\u271d\nn : Nat\n\u22a2 ?m.14""}]",True,True,[],True
def-behavior,25,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 37}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 37}, ""data"": ""unsolved goals\nNat : Sort ?u.7\n\u22a2 Nat \u2192 Nat \u2192 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 14}, ""endPos"": {""line"": 2, ""column"": 24}, ""data"": ""unknown namespace 'Enumerable'""}]",
valid-memsafety,26,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 9}, ""endPos"": {""line"": 2, ""column"": 11}, ""data"": ""unexpected token '\u2124'; expected ':=', 'where' or '|'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 20}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 18}, ""endPos"": {""line"": 3, ""column"": 20}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 17}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 15}, ""endPos"": {""line"": 3, ""column"": 17}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",False
unreach-call,27,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 34}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 32}, ""endPos"": {""line"": 6, ""column"": 34}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 11}, ""data"": ""unknown namespace 'BigInt'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 42}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 23}, ""endPos"": {""line"": 6, ""column"": 36}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 40}, ""endPos"": {""line"": 6, ""column"": 42}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nx\u271d : Sort ?u.8\noption : x\u271d\nn : Nat\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 14}, ""endPos"": {""line"": 2, ""column"": 20}, ""data"": ""unknown namespace 'BigInt'""}]",False
