property,original_index,s999_pass,s999_complete,s999_errors,s123_pass,s123_complete,s123_errors,s42_pass,s42_complete,s42_errors
no-overflow,10,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 64}, ""endPos"": {""line"": 9, ""column"": 30}, ""data"": ""unsolved goals\nstate : ProgramState\n\u22a2 Option ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
def-behavior,11,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 26}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 27}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 49}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 21}, ""endPos"": {""line"": 3, ""column"": 30}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 34}, ""endPos"": {""line"": 3, ""column"": 43}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 47}, ""endPos"": {""line"": 3, ""column"": 49}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\na : ?m.6\n\u22a2 ?m.9""}]"
valid-memsafety,12,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 47}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 45}, ""endPos"": {""line"": 7, ""column"": 47}, ""data"": ""unsolved goals\nArrayManipulationState : Sort ?u.5\n\u22a2 ArrayManipulationState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 36}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 34}, ""endPos"": {""line"": 7, ""column"": 36}, ""data"": ""unsolved goals\nMemoryState : Sort ?u.5\n\u22a2 MemoryState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 54}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 3, ""column"": 40}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 52}, ""endPos"": {""line"": 3, ""column"": 54}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 Prop""}]"
no-overflow,13,False,False,,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 6, ""column"": 40}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2115 : Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 36}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 34}, ""endPos"": {""line"": 7, ""column"": 36}, ""data"": ""unsolved goals\nNat : Sort ?u.36\nn : Nat\n\u22a2 Nat""}]"
def-behavior,14,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 61}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 38}, ""endPos"": {""line"": 14, ""column"": 47}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 59}, ""endPos"": {""line"": 14, ""column"": 61}, ""data"": ""unsolved goals\nInt : Sort u_1\nx\u271d : Sort u_2\nArray : x\u271d\nk : Int\na : (?m.14 : Sort ?u.13)\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 56}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nk : \u2124\na : Array \u2124\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unsolved goals\nBool : Sort ?u.5\n\u22a2 Bool""}]"
no-overflow,15,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 39}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nw : \u2115\n\u22a2 Bool""}]",True,True,[]
valid-memsafety,16,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 54}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 52}, ""endPos"": {""line"": 4, ""column"": 54}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nBool : Sort ?u.13\ninitialSize : Nat\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 30}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 16}, ""endPos"": {""line"": 7, ""column"": 24}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 28}, ""endPos"": {""line"": 7, ""column"": 30}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nRand : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 67}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 3, ""column"": 39}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 65}, ""endPos"": {""line"": 3, ""column"": 67}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\nInt : Sort ?u.24\nBool : Sort ?u.26\narr : ?m.22\nindex : Int\n\u22a2 Bool""}]"
termination,17,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 10}, ""endPos"": {""line"": 10, ""column"": 10}, ""data"": ""unexpected token 'set_option'; expected 'else'""}, {""severity"": ""error"", ""pos"": {""line"": 21, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 46}, ""endPos"": {""line"": 21, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 simulateMain (0 : \u2115) (0 : \u2115)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 59}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 Option ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
unreach-call,18,False,False,,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 23}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 3}, ""endPos"": {""line"": 20, ""column"": 5}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 21, ""column"": 42}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 21, ""column"": 29}, ""endPos"": {""line"": 21, ""column"": 41}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
termination,19,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 18}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2115 : Type""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 34}, ""endPos"": {""line"": 7, ""column"": 30}, ""data"": ""unsolved goals\ni : \u2124\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 34}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\na : \u2124\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
no-overflow,20,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unsolved goals\nInt : Sort ?u.5\n\u22a2 Int""}]",True,True,[]
termination,21,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 28, ""column"": 25}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 59}, ""endPos"": {""line"": 28, ""column"": 32}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 Option ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 21}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 3, ""column"": 33}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]"
termination,22,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 58}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 List ProgramState""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 66}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 41}, ""endPos"": {""line"": 7, ""column"": 60}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 64}, ""endPos"": {""line"": 7, ""column"": 66}, ""data"": ""unsolved goals\nProgramState : Sort ?u.11\nx\u271d : Sort ?u.8\nOption : x\u271d\nstate : ProgramState\n\u22a2 ?m.14""}]"
unreach-call,23,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 48}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 36}, ""endPos"": {""line"": 17, ""column"": 47}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 45}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 33}, ""endPos"": {""line"": 17, ""column"": 44}, ""data"": ""unknown constant 'Unit'""}]"
unreach-call,24,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 44}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[],True,True,[]
def-behavior,25,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 11}, ""endPos"": {""line"": 7, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 41}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": {""line"": 8, ""column"": 35}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 39}, ""endPos"": {""line"": 8, ""column"": 41}, ""data"": ""unsolved goals\nState : Sort ?u.11\nx\u271d : Sort ?u.8\nOption : x\u271d\ns : State\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 53}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 Option ProgramState""}]"
