property,original_index,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors,s123_pass,s123_complete,s123_errors
no-overflow,10,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 39}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 37}, ""endPos"": {""line"": 4, ""column"": 39}, ""data"": ""unsolved goals\n\u2124 : Sort ?u.5\nx y z : \u2124\n\u22a2 Prop""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""'Bool' has already been declared""}]"
def-behavior,11,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 23}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 8}, ""endPos"": {""line"": 5, ""column"": 17}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 21}, ""endPos"": {""line"": 5, ""column"": 23}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 40, ""column"": 15}, ""endPos"": {""line"": 41, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 40, ""column"": 13}, ""endPos"": {""line"": 40, ""column"": 15}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 23}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 8}, ""endPos"": {""line"": 5, ""column"": 17}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 21}, ""endPos"": {""line"": 5, ""column"": 23}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\n\u22a2 ?m.6""}]"
valid-memsafety,12,True,True,[],True,True,[],True,True,[]
no-overflow,13,True,True,[],True,True,[],True,True,[]
def-behavior,14,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 8}, ""endPos"": {""line"": 4, ""column"": 17}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 21}, ""endPos"": {""line"": 4, ""column"": 23}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\n\u22a2 ?m.6""}]",True,True,[],True,True,[]
no-overflow,15,True,True,[],True,True,[],True,True,[]
valid-memsafety,16,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 25}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 23}, ""endPos"": {""line"": 5, ""column"": 25}, ""data"": ""unsolved goals\nInt : Sort ?u.5\n\u22a2 Int""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 6}, ""data"": ""unexpected token 'if'; expected term""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 11}, ""endPos"": {""line"": 4, ""column"": 20}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 53}, ""endPos"": {""line"": 11, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 20}, ""endPos"": {""line"": 10, ""column"": 29}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 51}, ""endPos"": {""line"": 10, ""column"": 53}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.70\nArray : x\u271d\nInt : Sort ?u.83\na : ?m.81\ni : Int\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 21}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 11}, ""endPos"": {""line"": 5, ""column"": 20}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 53}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 20}, ""endPos"": {""line"": 11, ""column"": 29}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 51}, ""endPos"": {""line"": 11, ""column"": 53}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.18\nArray : x\u271d\nInt : Sort ?u.31\na : ?m.29\ni : Int\n\u22a2 Prop""}]"
termination,17,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""'Bool' has already been declared""}]"
unreach-call,18,True,True,[],True,True,[],True,True,[]
termination,19,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 4}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 4}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",True,True,[]
no-overflow,20,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 16}, ""endPos"": {""line"": 6, ""column"": 7}, ""data"": ""unexpected token 'let'; expected 'else'""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 20}, ""endPos"": {""line"": 17, ""column"": 3}, ""data"": ""unexpected token 'def'; expected 'else'""}]",True,True,[],True,True,[]
termination,21,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 37}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 37}, ""data"": ""unsolved goals\n\u2124 : Sort ?u.5\nx y z : \u2124\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 44}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 42}, ""endPos"": {""line"": 4, ""column"": 44}, ""data"": ""unsolved goals\nInt : Sort ?u.15\nBool : Sort ?u.21\nx y z : Int\n\u22a2 Bool""}]",True,True,[]
termination,22,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 38}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 26}, ""endPos"": {""line"": 5, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 36}, ""endPos"": {""line"": 5, ""column"": 38}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 37}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 73}, ""endPos"": {""line"": 22, ""column"": 189}, ""data"": ""unsolved goals\nmain : \u2124 \u00d7 \u2124 \u00d7 \u2124 \u2192 \u2124 \u00d7 \u2124 \u00d7 \u2124\ninitialState : \u2124 \u00d7 \u2124 \u00d7 \u2124\n\u22a2 \u2203 (n : \u2115), property (main^[n] initialState)""}, {""severity"": ""error"", ""pos"": {""line"": 23, ""column"": 0}, ""endPos"": {""line"": 23, ""column"": 5}, ""data"": ""unexpected token 'sorry'; expected command""}]"
unreach-call,23,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 4}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 4}, ""endPos"": {""line"": 10, ""column"": 18}, ""data"": ""failed to compile definition, consider marking it as 'noncomputable' because it depends on 'main', and it does not have executable code""}]"
unreach-call,24,False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 43}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 41}, ""endPos"": {""line"": 5, ""column"": 43}, ""data"": ""unsolved goals\nInt : Sort ?u.11\nBool : Sort ?u.13\nN : Int\n\u22a2 Bool""}]",True,False,[]
def-behavior,25,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 30}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 10}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""'Int' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""'Bool' has already been declared""}]"
valid-memsafety,26,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 5}, ""endPos"": {""line"": 10, ""column"": 10}, ""data"": ""unknown namespace 'Array'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 50}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 22}, ""endPos"": {""line"": 11, ""column"": 31}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 35}, ""endPos"": {""line"": 11, ""column"": 44}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 48}, ""endPos"": {""line"": 11, ""column"": 50}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]",True,True,[]
unreach-call,27,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 10}, ""data"": ""unknown namespace 'Array'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 15}, ""endPos"": {""line"": 7, ""column"": 17}, ""data"": ""unsolved goals\nInt : Sort ?u.5\n\u22a2 Int""}]",True,True,[],True,True,[]
unreach-call,28,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 28}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 28}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 17}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 15}, ""endPos"": {""line"": 4, ""column"": 17}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 17}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 15}, ""endPos"": {""line"": 3, ""column"": 17}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]"
no-overflow,29,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 23}, ""endPos"": {""line"": 2, ""column"": 25}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 26}, ""endPos"": {""line"": 2, ""column"": 28}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 30}, ""endPos"": {""line"": 2, ""column"": 32}, ""data"": ""unexpected token 'by'; expected command""}]"
unreach-call,30,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]"
no-overflow,31,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 17}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 31}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""'Bool' has already been declared""}]"
valid-memsafety,32,False,False,,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""fail to show termination for\n  mc91\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    mc91 (n + 11)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\na\u271d : \u2115\nn : \u2115 := a\u271d\nh\u271d : \u00acn > 100\n\u22a2 False""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""fail to show termination for\n  mc91\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    mc91 (n + 11)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\na\u271d : \u2115\nn : \u2115 := a\u271d\nh\u271d : \u00acn > 100\n\u22a2 False""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 64}, ""endPos"": {""line"": 15, ""column"": 7}, ""data"": ""unsolved goals\nn\u271d : \u2115\n\u22a2 mc91 n\u271d < (101 : \u2115) \u2228 mc91 n\u271d = n\u271d - (10 : \u2115)""}]"
def-behavior,33,True,True,[],True,True,[],True,True,[]
termination,34,True,True,[],True,True,[],True,True,[]
def-behavior,35,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 5}, ""endPos"": {""line"": 11, ""column"": 8}, ""data"": ""unknown namespace 'Fin'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 23}, ""endPos"": {""line"": 13, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 8}, ""endPos"": {""line"": 12, ""column"": 17}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 21}, ""endPos"": {""line"": 12, ""column"": 23}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 53}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[]
valid-memsafety,36,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 95}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 51}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 51}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 23}, ""endPos"": {""line"": 7, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 36}, ""endPos"": {""line"": 7, ""column"": 45}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 49}, ""endPos"": {""line"": 7, ""column"": 51}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\na : ?m.6\n\u22a2 ?m.9""}]"
valid-memsafety,37,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 27}, ""endPos"": {""line"": 2, ""column"": 29}, ""data"": ""unexpected token 'by'; expected command""}]",True,True,[]
termination,38,True,True,[],True,True,[],True,True,[]
valid-memsafety,39,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 53}, ""endPos"": {""line"": 2, ""column"": 58}, ""data"": ""application type mismatch\n  Matrix N_COL\nargument\n  N_COL\nhas type\n  \u2115 : Type\nbut is expected to have type\n  Type ?u.10 : Type (?u.10 + 1)""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 53}, ""endPos"": {""line"": 7, ""column"": 58}, ""data"": ""application type mismatch\n  Matrix N_COL\nargument\n  N_COL\nhas type\n  \u2115 : Type\nbut is expected to have type\n  Type ?u.4051 : Type (?u.4051 + 1)""}]",True,True,[],True,True,[]
no-overflow,40,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 9}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown identifier 'loop'""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 12}, ""endPos"": {""line"": 4, ""column"": 16}, ""data"": ""failed to compile definition, consider marking it as 'noncomputable' because it depends on 'main', and it does not have executable code""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 42}, ""endPos"": {""line"": 7, ""column"": 3}, ""data"": ""unexpected token 'def'; expected 'else'""}]"
termination,41,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 9}, ""endPos"": {""line"": 16, ""column"": 8}, ""data"": ""unexpected identifier; expected 'else'""}, {""severity"": ""error"", ""pos"": {""line"": 29, ""column"": 21}, ""endPos"": {""line"": 29, ""column"": 35}, ""data"": ""function expected at\n  main n p q r\nterm has type\n  \u2124""}]"
