model,temperature,seed,bleu_representativeness,folder
mistral-7b,0.2,123,0.3802,termination-restricted-15
mistral-7b,0.2,123,0.1133,loop-acceleration
mistral-7b,0.2,123,0.2018,array-fpi
mistral-7b,0.2,999,0.16,loops
mistral-7b,0.2,123,0.3798,loops-crafted-1
mistral-7b,0.2,999,0.5563,termination-restricted-15
mistral-7b,0.2,999,0.101,loop-acceleration
mistral-7b,0.2,42,0.1193,loop-acceleration
mistral-7b,0.2,42,0.2472,array-fpi
mistral-7b,0.2,999,0.1787,termination-nla
mistral-7b,0.2,999,0.023,termination-restricted-15
mistral-7b,0.2,123,0.1376,termination-restricted-15
mistral-7b,0.2,123,0.1504,termination-bwb
mistral-7b,0.2,999,0.2449,array-fpi
mistral-7b,0.2,999,0.018,termination-nla
mistral-7b,0.2,999,0.2533,termination-nla
