model,temperature,seed,bleu_representativeness,folder
gemini-2.5-flash-lite,0.2,123,0.0216,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.1673,array-fpi
gemini-2.5-flash-lite,0.2,123,0.001,termination-crafted
gemini-2.5-flash-lite,0.2,123,0.3453,loops
gemini-2.5-flash-lite,0.2,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1886,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1016,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.2,42,0.3362,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1268,loops
gemini-2.5-flash-lite,0.2,123,0.0,loop-invgen
gemini-2.5-flash-lite,0.2,123,0.0853,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.2697,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0829,array-fpi
gemini-2.5-flash-lite,0.2,42,0.0,loop-invgen
gemini-2.5-flash-lite,0.2,123,0.0895,loops
gemini-2.5-flash-lite,0.2,42,0.2499,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.1339,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.5907,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.3724,array-memsafety
gemini-2.5-flash-lite,0.2,999,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.2,123,0.1356,array-memsafety
gemini-2.5-flash-lite,0.2,42,0.0852,termination-crafted-lit
gemini-2.5-flash-lite,0.2,123,0.3022,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.0514,bitvector
gemini-2.5-flash-lite,0.2,999,0.5841,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.2709,array-fpi
gemini-2.5-flash-lite,0.2,999,0.3362,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0723,loops
gemini-2.5-flash-lite,0.2,42,0.3498,array-memsafety
gemini-2.5-flash-lite,0.2,123,0.0003,loop-industry-pattern
gemini-2.5-flash-lite,0.2,42,0.0,termination-nla
gemini-2.5-flash-lite,0.2,999,0.0946,bitvector
gemini-2.5-flash-lite,0.2,42,0.0,termination-nla
gemini-2.5-flash-lite,0.2,123,0.3354,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0,termination-nla
gemini-2.5-flash-lite,0.2,123,0.0,termination-nla
gemini-2.5-flash-lite,0.2,999,0.0,termination-restricted-15
gemini-2.5-flash-lite,0.2,999,0.1895,loops
gemini-2.5-flash-lite,0.2,123,0.1192,bitvector
gemini-2.5-flash-lite,0.2,42,0.0,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.4833,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.3367,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.0114,termination-nla
gemini-2.5-flash-lite,0.2,42,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.2,42,0.054,recursive-simple
gemini-2.5-flash-lite,0.2,123,0.0434,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.05,recursive-simple
gemini-2.5-flash-lite,0.2,999,0.0001,termination-nla
gemini-2.5-flash-lite,0.2,999,0.1714,recursive-simple
gemini-2.5-flash-lite,0.2,42,0.2734,termination-bwb
gemini-2.5-flash-lite,0.2,123,0.1031,termination-bwb
gemini-2.5-flash-lite,0.2,42,0.1301,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.164,array-fpi
gemini-2.5-flash-lite,0.2,999,0.4223,termination-restricted-15
gemini-2.5-flash-lite,0.2,999,0.0632,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.09,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.1377,array-fpi
gemini-2.5-flash-lite,0.2,999,0.1348,termination-bwb
gemini-2.5-flash-lite,0.2,123,0.3942,loops
gemini-2.5-flash-lite,0.2,999,0.5439,loops-crafted-1
gemini-2.5-flash-lite,0.2,123,0.1743,loop-acceleration
gemini-2.5-flash-lite,0.2,999,0.3451,array-fpi
gemini-2.5-flash-lite,0.2,999,0.1592,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.2668,loops-crafted-1
gemini-2.5-flash-lite,0.2,123,0.3581,termination-crafted-lit
gemini-2.5-flash-lite,0.2,42,0.0002,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.3513,loops
gemini-2.5-flash-lite,0.2,42,0.2717,loops-crafted-1
