property,original_index,s42_pass,s42_complete,s42_errors,s999_pass,s999_complete,s999_errors,s123_pass,s123_complete,s123_errors
def-behavior,11,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 14, ""column"": 18}, ""data"": ""type of theorem 'lean4_proof' is not a proposition\n  Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 21}, ""endPos"": {""line"": 16, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 72}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 66}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 70}, ""endPos"": {""line"": 14, ""column"": 72}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nLTL : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]"
valid-memsafety,12,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 20}, ""endPos"": {""line"": 14, ""column"": 21}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 20}, ""endPos"": {""line"": 15, ""column"": 21}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
no-overflow,13,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 0}, ""endPos"": {""line"": 16, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 30}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
def-behavior,14,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 27}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unexpected token 'def'; expected ':=', 'where' or '|'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unexpected token '-'; expected identifier""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 46}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 44}, ""endPos"": {""line"": 14, ""column"": 46}, ""data"": ""unsolved goals\n\u22a2 (?m.4 : Sort ?u.3)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,,no code
no-overflow,15,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 52}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 34}, ""endPos"": {""line"": 13, ""column"": 51}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 13}, ""endPos"": {""line"": 14, ""column"": 30}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 4}, ""endPos"": {""line"": 15, ""column"": 21}, ""data"": ""function expected at\n  correct_version\nterm has type\n  (?m.63 : Sort ?u.62)""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 24}, ""endPos"": {""line"": 15, ""column"": 41}, ""data"": ""function expected at\n  student_version\nterm has type\n  (?m.116 : Sort ?u.115)""}]"
valid-memsafety,16,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 32}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 30}, ""endPos"": {""line"": 16, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 37}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 22}, ""endPos"": {""line"": 13, ""column"": 36}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
termination,17,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 21}, ""endPos"": {""line"": 17, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
unreach-call,18,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 32}, ""endPos"": {""line"": 12, ""column"": 37}, ""data"": ""function expected at\n  fib\nterm has type\n  (?m.7 : Sort ?u.6)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 20}, ""endPos"": {""line"": 3, ""column"": 22}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.7\n\u22a2 \u2115 \u2192 \u2115""}]"
termination,19,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 41}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
no-overflow,20,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 21, ""column"": 28}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 29}, ""endPos"": null, ""data"": ""expected token""}]"
termination,21,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 104}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 21}, ""endPos"": {""line"": 13, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
termination,22,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 34}, ""endPos"": {""line"": 15, ""column"": 37}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 37}, ""endPos"": {""line"": 15, ""column"": 38}, ""data"": ""unexpected token ')'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 36}, ""endPos"": {""line"": 14, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 34}, ""endPos"": {""line"": 13, ""column"": 36}, ""data"": ""unsolved goals\nLean4Code : Sort u_1\n\u22a2 Lean4Code""}]"
unreach-call,23,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 72}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 106}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 100}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 104}, ""endPos"": {""line"": 15, ""column"": 106}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nLtl : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 28}, ""endPos"": {""line"": 13, ""column"": 33}, ""data"": ""function expected at\n  fib\nterm has type\n  (?m.65 : Sort ?u.64)""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 58}, ""endPos"": {""line"": 13, ""column"": 63}, ""data"": ""function expected at\n  fib\nterm has type\n  (?m.65 : Sort ?u.64)""}]"
unreach-call,24,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 32}, ""endPos"": {""line"": 19, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 30}, ""endPos"": {""line"": 18, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
def-behavior,25,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 3}, ""endPos"": null, ""data"": ""unknown tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 0}, ""endPos"": {""line"": 3, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
valid-memsafety,26,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 63}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 41}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 41}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]"
unreach-call,27,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 41}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 29}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 41}, ""endPos"": {""line"": 18, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 39}, ""endPos"": {""line"": 17, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
unreach-call,28,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 21}, ""endPos"": {""line"": 13, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 23}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
no-overflow,29,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 29}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
unreach-call,30,False,,no code,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
no-overflow,31,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 31}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 29}, ""endPos"": {""line"": 15, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,,no code
valid-memsafety,32,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 40}, ""data"": ""unexpected token '-'; expected ')', ',' or ':'""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 44}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 37}, ""endPos"": {""line"": 14, ""column"": 43}, ""data"": ""unknown constant 'Unit'""}]"
def-behavior,33,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
termination,34,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unexpected token 'end'; expected ')' or term""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 14, ""column"": 33}, ""data"": ""unexpected token ')'; expected command""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
def-behavior,35,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 31}, ""endPos"": {""line"": 12, ""column"": 79}, ""data"": ""function expected at\n  System\nterm has type\n  (?m.3 : Sort ?u.2)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
valid-memsafety,36,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 41}, ""endPos"": {""line"": 14, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 39}, ""endPos"": {""line"": 13, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 66}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 64}, ""endPos"": {""line"": 14, ""column"": 66}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool \u2192 Bool \u2192 Bool \u2192 Bool""}]"
valid-memsafety,37,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 28}, ""endPos"": {""line"": 14, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 0}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]"
termination,38,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 78}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 72}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 76}, ""endPos"": {""line"": 14, ""column"": 78}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nSystem : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 41}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 39}, ""endPos"": {""line"": 15, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
