property,original_index,s123_pass,s123_complete,s123_errors,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors
unreach-call,28,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 30}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 28}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nx : Nat\n\u22a2 Prop""}]",True,True,[]
no-overflow,29,True,True,[],True,True,[],True,True,[]
unreach-call,30,False,,no code,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 17}, ""endPos"": {""line"": 13, ""column"": 10}, ""data"": ""unexpected token 'set_option'; expected 'else'""}, {""severity"": ""error"", ""pos"": {""line"": 25, ""column"": 3}, ""endPos"": {""line"": 25, ""column"": 4}, ""data"": ""unexpected token '\u2200'; expected '_' or identifier""}]"
no-overflow,31,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""fail to show termination for\n  loop\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  the type \u2124 does not have a `.brecOn` recursor\nCannot use parameter #2:\n  the type \u2124 does not have a `.brecOn` recursor\n\n\nCould not find a decreasing measure.\nThe basic measures relate at each recursive call as follows:\n(<, \u2264, =: relation proved, ? all proofs failed, _: no proof attempted)\n           x1 x2\n1) 3:26-51  ?  ?\nPlease use `termination_by` to specify a decreasing measure.""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 43}, ""endPos"": {""line"": 14, ""column"": 56}, ""data"": ""typeclass instance problem is stuck, it is often due to metavariables\n  LT (?m.439610 : Type ?u.439606)""}]"
valid-memsafety,32,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 26}, ""endPos"": {""line"": 7, ""column"": 14}, ""data"": ""unexpected token 'termination_by'; expected 'else'""}]",False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 26}, ""endPos"": {""line"": 6, ""column"": 14}, ""data"": ""unexpected token 'termination_by'; expected 'else'""}]"
def-behavior,33,True,True,[],True,True,[],True,True,[]
termination,34,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 6}, ""endPos"": {""line"": 7, ""column"": 6}, ""data"": ""unexpected token 'if'; expected 'else'""}]",True,True,[]
def-behavior,35,True,True,[],True,True,[],True,True,[]
valid-memsafety,36,True,True,[],True,True,[],True,True,[]
valid-memsafety,37,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 26, ""column"": 9}, ""endPos"": {""line"": 26, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr _IO_FILE\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 26, ""column"": 9}, ""endPos"": {""line"": 26, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int8\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 26, ""column"": 9}, ""endPos"": {""line"": 26, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int64\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 69, ""column"": 9}, ""endPos"": {""line"": 69, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 80, ""column"": 9}, ""endPos"": {""line"": 80, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 80, ""column"": 9}, ""endPos"": {""line"": 80, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 80, ""column"": 9}, ""endPos"": {""line"": 80, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 80, ""column"": 9}, ""endPos"": {""line"": 80, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 80, ""column"": 9}, ""endPos"": {""line"": 80, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 80, ""column"": 9}, ""endPos"": {""line"": 80, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int32\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int8\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int16\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}, {""severity"": ""error"", ""pos"": {""line"": 91, ""column"": 9}, ""endPos"": {""line"": 91, ""column"": 13}, ""data"": ""failed to synthesize\n  Repr Int8\nAdditional diagnostic information may be available using the `set_option diagnostics true` command.""}]",True,True,[],True,True,[]
termination,38,True,True,[],True,False,[],True,False,[]
valid-memsafety,39,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 5}, ""endPos"": {""line"": 14, ""column"": 7}, ""data"": ""unexpected token '<'; expected ','""}]",True,True,[],False,,no code
no-overflow,40,False,,no code,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 19}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected identifier; expected ','""}]"
termination,41,True,True,[],True,True,[],True,True,[]
termination,42,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]"
no-overflow,43,True,True,[],True,True,[],True,True,[]
termination,44,True,True,[],True,True,[],False,,no code
no-overflow,45,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 7}, ""endPos"": {""line"": 5, ""column"": 11}, ""data"": ""unexpected token 'mut'; expected '_', 'rec', identifier or term""}]",True,True,[]
valid-memsafety,46,True,False,[],True,True,[],True,True,[]
no-overflow,47,True,True,[],False,,no code,True,True,[]
unreach-call,48,False,,no code,True,False,[],True,False,[]
valid-memsafety,49,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 39}, ""endPos"": {""line"": 4, ""column"": 7}, ""data"": ""unsolved goals\na\u271d : Unit\n\u22a2 \u2124 \u00d7 \u2124 \u00d7 \u2124""}]",True,True,[]
