property,original_index,s123_pass,s123_complete,s123_errors,s42_pass,s42_complete,s42_errors,s999_pass,s999_complete,s999_errors
no-overflow,10,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 57}, ""endPos"": {""line"": 9, ""column"": 30}, ""data"": ""unsolved goals\nstate : ProgramState\n\u22a2 Option ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 53}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 59}, ""data"": ""unsolved goals\nx y z : \u2124\n\u22a2 \u2124 \u00d7 \u2124 \u00d7 \u2124""}]"
def-behavior,11,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 53}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 3, ""column"": 34}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 38}, ""endPos"": {""line"": 3, ""column"": 47}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 51}, ""endPos"": {""line"": 3, ""column"": 53}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\na : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 74}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 46}, ""endPos"": {""line"": 3, ""column"": 55}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 59}, ""endPos"": {""line"": 3, ""column"": 68}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 72}, ""endPos"": {""line"": 3, ""column"": 74}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\ninitialArray : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 55}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 27}, ""endPos"": {""line"": 3, ""column"": 36}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 40}, ""endPos"": {""line"": 3, ""column"": 49}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 53}, ""endPos"": {""line"": 3, ""column"": 55}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]"
valid-memsafety,12,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 53}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 51}, ""endPos"": {""line"": 3, ""column"": 53}, ""data"": ""unsolved goals\nNat : Sort ?u.5\narraySize : Nat\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 3, ""column"": 33}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 22}, ""endPos"": {""line"": 3, ""column"": 29}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 3, ""column"": 35}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]"
no-overflow,13,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 24}, ""endPos"": {""line"": 7, ""column"": 29}, ""data"": ""unexpected token 'from'; expected ')'""}, {""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 48}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[],True,True,[]
def-behavior,14,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 15, ""column"": 3}, ""data"": ""unexpected token; expected ','""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]"
no-overflow,15,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 41}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nw : \u2115\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 41}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nw : \u2115\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 41}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nw : \u2115\n\u22a2 Bool""}]"
valid-memsafety,16,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 77}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 54}, ""endPos"": {""line"": 4, ""column"": 63}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 75}, ""endPos"": {""line"": 4, ""column"": 77}, ""data"": ""unsolved goals\nInt : Sort ?u.11\nx\u271d : Sort ?u.8\nArray : x\u271d\ninitialI : Int\ninitialArray : ?m.14\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 11}, ""endPos"": {""line"": 7, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 32}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 16}, ""endPos"": {""line"": 8, ""column"": 26}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 30}, ""endPos"": {""line"": 8, ""column"": 32}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nOption : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 77}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 54}, ""endPos"": {""line"": 4, ""column"": 63}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 75}, ""endPos"": {""line"": 4, ""column"": 77}, ""data"": ""unsolved goals\nInt : Sort ?u.11\nx\u271d : Sort ?u.8\nArray : x\u271d\ninitialI : Int\ninitialArray : ?m.14\n\u22a2 Prop""}]"
termination,17,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 56}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 54}, ""endPos"": {""line"": 3, ""column"": 56}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nBool : Sort ?u.13\nmaxIterations : Nat\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
unreach-call,18,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 0}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 33}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 25}, ""endPos"": {""line"": 17, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 33}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 25}, ""endPos"": {""line"": 17, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}]"
termination,19,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 2}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2124 : Type""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 50}, ""endPos"": {""line"": 17, ""column"": 30}, ""data"": ""unsolved goals\na : \u2124\n\u22a2 rec a \u2265 (0 : \u2124)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 2}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2124 : Type""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 39}, ""endPos"": {""line"": 7, ""column"": 30}, ""data"": ""unsolved goals\ninput : \u2124\n\u22a2 Option \u2124""}]"
no-overflow,20,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 38}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 36}, ""endPos"": {""line"": 3, ""column"": 38}, ""data"": ""unsolved goals\nInt : Sort ?u.5\nx : Int\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 34}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 18}, ""endPos"": {""line"": 3, ""column"": 28}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 32}, ""endPos"": {""line"": 3, ""column"": 34}, ""data"": ""unsolved goals\nInt : Sort ?u.11\nx\u271d : Sort ?u.8\nOption : x\u271d\nd : Int\n\u22a2 ?m.14""}]"
termination,21,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 57}, ""endPos"": {""line"": 9, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 List ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 57}, ""endPos"": {""line"": 9, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 List ProgramState""}]"
termination,22,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 5}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 57}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 List ProgramState""}]"
unreach-call,23,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 46}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 34}, ""endPos"": {""line"": 17, ""column"": 45}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 27}, ""endPos"": {""line"": 19, ""column"": 30}, ""data"": ""unexpected token ':='; expected ','""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
unreach-call,24,True,True,[],True,True,[],True,True,[]
def-behavior,25,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 20}, ""endPos"": {""line"": 3, ""column"": 22}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 55}, ""endPos"": null, ""data"": ""expected token""}]",True,True,[]
valid-memsafety,26,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 50}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 31}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 44}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 50}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 50}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 31}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 44}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 50}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 50}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 31}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 44}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 50}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]"
