model,temperature,seed,bleu_representativeness,folder
qwen2.5-32b,0.5,42,0.038,termination-nla
qwen2.5-32b,0.5,42,0.1254,termination-restricted-15
qwen2.5-32b,0.5,42,0.1809,termination-bwb
qwen2.5-32b,0.5,999,0.1198,termination-restricted-15
qwen2.5-32b,0.5,42,0.3108,loop-acceleration
qwen2.5-32b,0.5,42,0.0342,loops-crafted-1
qwen2.5-32b,0.5,123,0.2869,loop-acceleration
qwen2.5-32b,0.5,42,0.0415,termination-crafted
qwen2.5-32b,0.5,999,0.2148,loop-acceleration
qwen2.5-32b,0.5,42,0.073,termination-crafted-lit
qwen2.5-32b,0.5,123,0.3077,array-fpi
qwen2.5-32b,0.5,123,0.1209,termination-bwb
qwen2.5-32b,0.5,999,0.1097,loop-industry-pattern
qwen2.5-32b,0.5,999,0.2026,termination-nla
qwen2.5-32b,0.5,999,0.3305,array-fpi
qwen2.5-32b,0.5,999,0.0876,termination-bwb
qwen2.5-32b,0.5,42,0.0663,loop-industry-pattern
qwen2.5-32b,0.5,42,0.0423,termination-restricted-15
qwen2.5-32b,0.5,42,0.0501,termination-nla
qwen2.5-32b,0.5,999,0.0678,loops-crafted-1
qwen2.5-32b,0.5,123,0.018,loops-crafted-1
