model,temperature,seed,bleu_representativeness,folder
deepseek-r1-14b,0.8,999,0.096,recursive-simple
deepseek-r1-14b,0.8,123,0.2573,termination-restricted-15
deepseek-r1-14b,0.8,999,0.4897,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0,loops
deepseek-r1-14b,0.8,999,0.0,termination-crafted
deepseek-r1-14b,0.8,123,0.1111,recursive-simple
deepseek-r1-14b,0.8,999,0.089,termination-bwb
deepseek-r1-14b,0.8,42,0.1425,loops-crafted-1
deepseek-r1-14b,0.8,42,0.0,array-fpi
deepseek-r1-14b,0.8,999,0.1137,array-fpi
deepseek-r1-14b,0.8,999,0.0,loops
deepseek-r1-14b,0.8,999,0.0383,termination-crafted-lit
deepseek-r1-14b,0.8,123,0.0088,array-fpi
deepseek-r1-14b,0.8,123,0.1619,loop-acceleration
deepseek-r1-14b,0.8,999,0.0,loop-invgen
deepseek-r1-14b,0.8,42,0.0494,termination-crafted
deepseek-r1-14b,0.8,123,0.953,loops
deepseek-r1-14b,0.8,123,0.0228,termination-crafted
deepseek-r1-14b,0.8,999,0.1693,recursive
deepseek-r1-14b,0.8,999,0.1752,termination-crafted
deepseek-r1-14b,0.8,123,0.2796,termination-numeric
deepseek-r1-14b,0.8,123,0.3462,termination-crafted
deepseek-r1-14b,0.8,999,0.0,bitvector
deepseek-r1-14b,0.8,42,0.3363,termination-crafted
deepseek-r1-14b,0.8,123,0.0845,termination-crafted
deepseek-r1-14b,0.8,999,0.0452,array-fpi
deepseek-r1-14b,0.8,42,0.0,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.0,loop-invgen
deepseek-r1-14b,0.8,42,0.0,bitvector
deepseek-r1-14b,0.8,123,0.0899,termination-crafted
deepseek-r1-14b,0.8,42,0.1958,loops-crafted-1
deepseek-r1-14b,0.8,123,0.0623,termination-crafted
deepseek-r1-14b,0.8,123,0.0004,bitvector
deepseek-r1-14b,0.8,999,0.1128,loops-crafted-1
deepseek-r1-14b,0.8,42,0.1602,loop-acceleration
deepseek-r1-14b,0.8,42,0.0,loop-industry-pattern
deepseek-r1-14b,0.8,999,0.0583,termination-crafted
deepseek-r1-14b,0.8,42,0.0011,termination-crafted
deepseek-r1-14b,0.8,999,0.0121,loop-acceleration
deepseek-r1-14b,0.8,999,0.0215,array-memsafety
deepseek-r1-14b,0.8,42,0.0319,termination-crafted
deepseek-r1-14b,0.8,42,0.3092,array-memsafety
deepseek-r1-14b,0.8,42,0.0,loops
deepseek-r1-14b,0.8,999,0.0001,loops
deepseek-r1-14b,0.8,42,0.256,termination-crafted
deepseek-r1-14b,0.8,123,0.0243,termination-crafted-lit
deepseek-r1-14b,0.8,999,0.0464,termination-crafted
deepseek-r1-14b,0.8,999,0.0699,bitvector
deepseek-r1-14b,0.8,42,0.0,termination-nla
deepseek-r1-14b,0.8,123,0.0001,termination-nla
deepseek-r1-14b,0.8,999,0.0003,termination-nla
deepseek-r1-14b,0.8,999,0.0481,termination-crafted
deepseek-r1-14b,0.8,123,0.0,recursive-simple
deepseek-r1-14b,0.8,42,0.0,termination-restricted-15
deepseek-r1-14b,0.8,123,0.3068,array-memsafety
deepseek-r1-14b,0.8,999,0.0079,recursive-simple
deepseek-r1-14b,0.8,999,0.0,termination-nla
deepseek-r1-14b,0.8,999,0.0644,termination-crafted-lit
deepseek-r1-14b,0.8,999,0.0,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0001,termination-nla
deepseek-r1-14b,0.8,42,0.0232,termination-restricted-15
deepseek-r1-14b,0.8,123,0.0023,termination-nla
deepseek-r1-14b,0.8,42,0.3361,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0016,array-fpi
deepseek-r1-14b,0.8,123,0.0482,array-fpi
deepseek-r1-14b,0.8,42,0.0053,bitvector
deepseek-r1-14b,0.8,42,0.2197,recursive-simple
deepseek-r1-14b,0.8,123,0.056,bitvector
deepseek-r1-14b,0.8,999,0.2095,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0,loops-crafted-1
deepseek-r1-14b,0.8,123,0.0,loop-invgen
deepseek-r1-14b,0.8,123,0.2065,termination-restricted-15
deepseek-r1-14b,0.8,999,0.3263,array-fpi
deepseek-r1-14b,0.8,123,0.2796,array-fpi
deepseek-r1-14b,0.8,123,0.1032,loop-acceleration
deepseek-r1-14b,0.8,123,0.0806,loops
deepseek-r1-14b,0.8,999,0.2001,termination-bwb
deepseek-r1-14b,0.8,999,0.076,termination-restricted-15
deepseek-r1-14b,0.8,42,0.1912,loop-acceleration
deepseek-r1-14b,0.8,123,0.0001,loops-crafted-1
deepseek-r1-14b,0.8,123,0.6129,termination-restricted-15
deepseek-r1-14b,0.8,999,0.0001,loops-crafted-1
deepseek-r1-14b,0.8,999,0.1268,loop-acceleration
deepseek-r1-14b,0.8,123,0.0495,termination-restricted-15
deepseek-r1-14b,0.8,42,0.1588,termination-bwb
deepseek-r1-14b,0.8,999,0.0095,loop-industry-pattern
deepseek-r1-14b,0.8,123,0.2851,termination-bwb
deepseek-r1-14b,0.8,123,0.0036,loop-industry-pattern
