model,temperature,seed,bleu_representativeness,folder
deepseek-r1-14b,0.5,42,0.0,loops-crafted-1
deepseek-r1-14b,0.5,123,0.0471,bitvector
deepseek-r1-14b,0.5,123,0.2145,array-fpi
deepseek-r1-14b,0.5,123,0.0483,array-fpi
deepseek-r1-14b,0.5,42,0.0667,bitvector
deepseek-r1-14b,0.5,999,0.0026,termination-nla
deepseek-r1-14b,0.5,42,0.1488,loop-acceleration
deepseek-r1-14b,0.5,123,0.1746,loop-acceleration
deepseek-r1-14b,0.5,999,0.3886,termination-bwb
deepseek-r1-14b,0.5,999,0.0886,loop-acceleration
deepseek-r1-14b,0.5,42,0.0002,termination-nla
deepseek-r1-14b,0.5,42,0.2475,loops
deepseek-r1-14b,0.5,123,0.2926,termination-bwb
deepseek-r1-14b,0.5,123,0.0086,termination-nla
deepseek-r1-14b,0.5,42,0.0649,termination-bwb
deepseek-r1-14b,0.5,42,0.0082,array-fpi
deepseek-r1-14b,0.5,999,0.486,termination-restricted-15
deepseek-r1-14b,0.5,123,0.0635,recursive-simple
deepseek-r1-14b,0.5,999,0.2715,loops-crafted-1
deepseek-r1-14b,0.5,42,0.0431,loop-acceleration
deepseek-r1-14b,0.5,999,0.0074,loop-industry-pattern
deepseek-r1-14b,0.5,42,0.3309,array-fpi
deepseek-r1-14b,0.5,123,0.3523,loops-crafted-1
deepseek-r1-14b,0.5,999,0.0022,recursive-simple
