model,temperature,seed,bleu_representativeness,folder
gpt-4o-mini,0.2,999,0.1781,termination-crafted
gpt-4o-mini,0.2,123,0.4264,termination-crafted-lit
gpt-4o-mini,0.2,123,0.5115,termination-crafted
gpt-4o-mini,0.2,999,0.1504,termination-crafted
gpt-4o-mini,0.2,999,0.2397,recursive
gpt-4o-mini,0.2,123,0.1528,termination-restricted-15
gpt-4o-mini,0.2,999,0.0408,termination-restricted-15
gpt-4o-mini,0.2,999,0.0605,recursive-simple
gpt-4o-mini,0.2,999,0.2077,termination-crafted
gpt-4o-mini,0.2,42,0.6238,termination-crafted
gpt-4o-mini,0.2,123,0.1811,termination-numeric
gpt-4o-mini,0.2,123,0.3985,loops
gpt-4o-mini,0.2,42,0.2022,termination-restricted-15
gpt-4o-mini,0.2,42,0.1905,termination-numeric
gpt-4o-mini,0.2,999,0.2832,termination-crafted-lit
gpt-4o-mini,0.2,42,0.1919,recursive
gpt-4o-mini,0.2,123,0.4527,termination-crafted-lit
gpt-4o-mini,0.2,999,0.1903,termination-numeric
gpt-4o-mini,0.2,123,0.1738,recursive-simple
gpt-4o-mini,0.2,999,0.1324,termination-bwb
gpt-4o-mini,0.2,999,0.2318,termination-restricted-15
gpt-4o-mini,0.2,123,0.1225,loops
gpt-4o-mini,0.2,42,0.1584,termination-bwb
gpt-4o-mini,0.2,999,0.257,termination-crafted-lit
gpt-4o-mini,0.2,123,0.1165,termination-crafted
gpt-4o-mini,0.2,42,0.2965,array-fpi
gpt-4o-mini,0.2,999,0.4119,termination-crafted
gpt-4o-mini,0.2,123,0.2519,loops
gpt-4o-mini,0.2,42,0.2795,termination-restricted-15
gpt-4o-mini,0.2,123,0.3758,array-fpi
gpt-4o-mini,0.2,123,0.2594,termination-restricted-15
gpt-4o-mini,0.2,42,0.0955,loop-acceleration
gpt-4o-mini,0.2,42,0.2044,termination-crafted-lit
gpt-4o-mini,0.2,123,0.2153,termination-bwb
gpt-4o-mini,0.2,123,0.4219,loop-acceleration
gpt-4o-mini,0.2,999,0.3837,array-fpi
gpt-4o-mini,0.2,42,0.0,bitvector
gpt-4o-mini,0.2,42,0.1586,termination-crafted
gpt-4o-mini,0.2,42,0.2211,recursive
gpt-4o-mini,0.2,42,0.3594,loops
gpt-4o-mini,0.2,42,0.0,loop-invgen
gpt-4o-mini,0.2,123,0.4006,array-fpi
gpt-4o-mini,0.2,999,0.2608,loops
gpt-4o-mini,0.2,999,0.1654,recursive
gpt-4o-mini,0.2,123,0.0,loop-invgen
gpt-4o-mini,0.2,42,0.3921,termination-crafted
gpt-4o-mini,0.2,123,0.1121,termination-crafted
gpt-4o-mini,0.2,123,0.4508,termination-crafted
gpt-4o-mini,0.2,123,0.1521,termination-crafted
gpt-4o-mini,0.2,999,0.1791,termination-crafted
gpt-4o-mini,0.2,123,0.0558,termination-nla
gpt-4o-mini,0.2,123,0.3858,recursive
gpt-4o-mini,0.2,999,0.3311,loop-acceleration
gpt-4o-mini,0.2,999,0.1871,termination-crafted
gpt-4o-mini,0.2,42,0.2153,termination-crafted
gpt-4o-mini,0.2,42,0.1751,termination-crafted
gpt-4o-mini,0.2,999,0.1348,termination-crafted
gpt-4o-mini,0.2,123,0.0035,bitvector
gpt-4o-mini,0.2,123,0.1103,termination-crafted
gpt-4o-mini,0.2,42,0.303,array-fpi
gpt-4o-mini,0.2,999,0.0,loop-invgen
gpt-4o-mini,0.2,999,0.3283,array-fpi
gpt-4o-mini,0.2,123,0.151,bitvector
gpt-4o-mini,0.2,42,0.1852,termination-crafted-lit
gpt-4o-mini,0.2,123,0.0016,loop-industry-pattern
gpt-4o-mini,0.2,123,0.1507,array-memsafety
gpt-4o-mini,0.2,123,0.0577,termination-crafted
gpt-4o-mini,0.2,42,0.1839,termination-crafted
gpt-4o-mini,0.2,999,0.0028,bitvector
gpt-4o-mini,0.2,999,0.0,termination-nla
gpt-4o-mini,0.2,42,0.3386,loops
gpt-4o-mini,0.2,999,0.0076,loop-industry-pattern
gpt-4o-mini,0.2,123,0.0205,termination-nla
gpt-4o-mini,0.2,42,0.2795,recursive-simple
gpt-4o-mini,0.2,123,0.0579,termination-nla
gpt-4o-mini,0.2,999,0.2735,termination-nla
gpt-4o-mini,0.2,999,0.3487,termination-restricted-15
gpt-4o-mini,0.2,123,0.2894,loops
gpt-4o-mini,0.2,999,0.3389,loops
gpt-4o-mini,0.2,999,0.0065,bitvector
gpt-4o-mini,0.2,999,0.1443,termination-crafted
gpt-4o-mini,0.2,999,0.4996,termination-restricted-15
gpt-4o-mini,0.2,123,0.2292,recursive-simple
gpt-4o-mini,0.2,999,0.1007,termination-crafted-lit
gpt-4o-mini,0.2,123,0.3745,termination-restricted-15
gpt-4o-mini,0.2,123,0.1537,termination-crafted-lit
gpt-4o-mini,0.2,999,0.278,termination-restricted-15
gpt-4o-mini,0.2,123,0.0,termination-restricted-15
gpt-4o-mini,0.2,42,0.257,termination-nla
gpt-4o-mini,0.2,42,0.0923,termination-bwb
gpt-4o-mini,0.2,42,0.1879,termination-restricted-15
gpt-4o-mini,0.2,42,0.1456,termination-restricted-15
gpt-4o-mini,0.2,123,0.2796,array-fpi
gpt-4o-mini,0.2,999,0.3705,loops-crafted-1
gpt-4o-mini,0.2,42,0.1536,termination-restricted-15
gpt-4o-mini,0.2,999,0.1144,array-memsafety
gpt-4o-mini,0.2,123,0.4229,loops-crafted-1
gpt-4o-mini,0.2,999,0.2918,recursive-simple
gpt-4o-mini,0.2,999,0.3371,loop-acceleration
gpt-4o-mini,0.2,42,0.126,loop-acceleration
gpt-4o-mini,0.2,42,0.2727,array-fpi
gpt-4o-mini,0.2,123,0.1498,termination-bwb
gpt-4o-mini,0.2,999,0.03,termination-bwb
gpt-4o-mini,0.2,42,0.1403,array-memsafety
gpt-4o-mini,0.2,123,0.164,recursive
gpt-4o-mini,0.2,123,0.1126,termination-restricted-15
gpt-4o-mini,0.2,42,0.1458,bitvector
gpt-4o-mini,0.2,123,0.1028,loop-acceleration
gpt-4o-mini,0.2,42,0.2999,termination-nla
gpt-4o-mini,0.2,42,0.0022,loop-industry-pattern
gpt-4o-mini,0.2,999,0.269,array-fpi
gpt-4o-mini,0.2,42,0.0556,loops-crafted-1
