model,temperature,seed,bleu_representativeness,folder
gpt-4o-mini,0.5,999,0.0977,termination-nla
gpt-4o-mini,0.5,42,0.0809,loop-industry-pattern
gpt-4o-mini,0.5,999,0.2443,array-memsafety
gpt-4o-mini,0.5,123,0.0,termination-restricted-15
gpt-4o-mini,0.5,42,0.1483,termination-restricted-15
gpt-4o-mini,0.5,123,0.2404,loops
gpt-4o-mini,0.5,123,0.053,termination-nla
gpt-4o-mini,0.5,123,0.5824,termination-restricted-15
gpt-4o-mini,0.5,123,0.2977,recursive-simple
gpt-4o-mini,0.5,42,0.1752,termination-nla
gpt-4o-mini,0.5,42,0.1482,termination-restricted-15
gpt-4o-mini,0.5,123,0.1861,termination-bwb
gpt-4o-mini,0.5,123,0.3724,loops-crafted-1
gpt-4o-mini,0.5,42,0.2665,array-fpi
gpt-4o-mini,0.5,999,0.2577,termination-restricted-15
gpt-4o-mini,0.5,123,0.1409,termination-restricted-15
gpt-4o-mini,0.5,123,0.1567,loop-acceleration
gpt-4o-mini,0.5,123,0.3127,array-fpi
gpt-4o-mini,0.5,42,0.3778,recursive-simple
gpt-4o-mini,0.5,999,0.0012,loop-industry-pattern
gpt-4o-mini,0.5,999,0.366,loop-acceleration
gpt-4o-mini,0.5,999,0.4947,loops-crafted-1
gpt-4o-mini,0.5,42,0.235,termination-nla
gpt-4o-mini,0.5,42,0.4725,loops-crafted-1
gpt-4o-mini,0.5,999,0.2331,termination-bwb
gpt-4o-mini,0.5,999,0.2637,array-fpi
gpt-4o-mini,0.5,42,0.271,termination-restricted-15
gpt-4o-mini,0.5,999,0.0875,termination-nla
gpt-4o-mini,0.5,42,0.195,loops
gpt-4o-mini,0.5,123,0.0227,loop-industry-pattern
gpt-4o-mini,0.5,999,0.18,termination-restricted-15
gpt-4o-mini,0.5,42,0.2827,termination-bwb
gpt-4o-mini,0.5,42,0.0952,loop-acceleration
