model,temperature,seed,bleu_representativeness,folder
qwen2.5-32b,0.8,123,0.3489,termination-crafted-lit
qwen2.5-32b,0.8,999,0.277,array-fpi
qwen2.5-32b,0.8,999,0.0469,bitvector
qwen2.5-32b,0.8,999,0.1784,termination-crafted
qwen2.5-32b,0.8,999,0.046,termination-crafted
qwen2.5-32b,0.8,999,0.2047,termination-crafted
qwen2.5-32b,0.8,42,0.3047,termination-crafted-lit
qwen2.5-32b,0.8,123,0.0439,bitvector
qwen2.5-32b,0.8,999,0.2376,termination-crafted-lit
qwen2.5-32b,0.8,42,0.4028,array-memsafety
qwen2.5-32b,0.8,123,0.2991,array-memsafety
qwen2.5-32b,0.8,123,0.3291,termination-crafted-lit
qwen2.5-32b,0.8,999,0.0818,termination-crafted-lit
qwen2.5-32b,0.8,42,0.1485,termination-crafted
qwen2.5-32b,0.8,999,0.2542,termination-crafted
qwen2.5-32b,0.8,42,0.2402,termination-crafted
qwen2.5-32b,0.8,123,0.1437,array-fpi
qwen2.5-32b,0.8,42,0.2197,termination-crafted
qwen2.5-32b,0.8,42,0.0,loop-invgen
qwen2.5-32b,0.8,999,0.5759,array-memsafety
qwen2.5-32b,0.8,123,0.1241,bitvector
qwen2.5-32b,0.8,42,0.0281,loop-industry-pattern
qwen2.5-32b,0.8,42,0.0392,bitvector
qwen2.5-32b,0.8,999,0.2106,bitvector
qwen2.5-32b,0.8,123,0.0636,termination-crafted
qwen2.5-32b,0.8,123,0.1989,loops
qwen2.5-32b,0.8,999,0.1881,loops
qwen2.5-32b,0.8,999,0.0463,loop-industry-pattern
qwen2.5-32b,0.8,42,0.2947,loops
qwen2.5-32b,0.8,123,0.0644,loop-industry-pattern
qwen2.5-32b,0.8,42,0.1346,termination-crafted
qwen2.5-32b,0.8,999,0.1193,termination-crafted
qwen2.5-32b,0.8,123,0.704,termination-restricted-15
qwen2.5-32b,0.8,123,0.3439,recursive-simple
qwen2.5-32b,0.8,123,0.1323,termination-restricted-15
qwen2.5-32b,0.8,42,0.0689,termination-crafted
qwen2.5-32b,0.8,42,0.1642,termination-nla
qwen2.5-32b,0.8,42,0.3092,loops
qwen2.5-32b,0.8,42,0.0943,termination-restricted-15
qwen2.5-32b,0.8,42,0.2582,recursive-simple
qwen2.5-32b,0.8,999,0.2642,recursive-simple
qwen2.5-32b,0.8,123,0.3471,termination-restricted-15
qwen2.5-32b,0.8,999,0.0608,termination-nla
qwen2.5-32b,0.8,123,0.0003,loops-crafted-1
qwen2.5-32b,0.8,42,0.0285,termination-restricted-15
qwen2.5-32b,0.8,999,0.0774,array-fpi
qwen2.5-32b,0.8,42,0.0988,termination-bwb
qwen2.5-32b,0.8,999,0.2335,termination-crafted
qwen2.5-32b,0.8,123,0.2071,loop-acceleration
qwen2.5-32b,0.8,999,0.1951,termination-restricted-15
qwen2.5-32b,0.8,999,0.1907,loop-acceleration
qwen2.5-32b,0.8,42,0.2402,loop-acceleration
qwen2.5-32b,0.8,42,0.1052,termination-nla
qwen2.5-32b,0.8,123,0.1117,array-fpi
qwen2.5-32b,0.8,42,0.1643,loops-crafted-1
qwen2.5-32b,0.8,999,0.0702,loops-crafted-1
qwen2.5-32b,0.8,999,0.0671,termination-restricted-15
qwen2.5-32b,0.8,999,0.1537,termination-nla
qwen2.5-32b,0.8,123,0.1207,termination-nla
qwen2.5-32b,0.8,123,0.108,termination-bwb
qwen2.5-32b,0.8,999,0.0846,termination-restricted-15
qwen2.5-32b,0.8,123,0.0897,termination-nla
qwen2.5-32b,0.8,999,0.0717,termination-bwb
qwen2.5-32b,0.8,42,0.2809,termination-crafted
qwen2.5-32b,0.8,42,0.1273,termination-restricted-15
qwen2.5-32b,0.8,42,0.2492,array-fpi
