model,temperature,seed,bleu_representativeness,folder
gemini-2.5-flash-lite,0.5,123,0.0124,loops-crafted-1
gemini-2.5-flash-lite,0.5,42,0.378,loops-crafted-1
gemini-2.5-flash-lite,0.5,42,0.6072,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.1337,recursive-simple
gemini-2.5-flash-lite,0.5,123,0.1883,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.2311,loops
gemini-2.5-flash-lite,0.5,999,0.0757,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0468,recursive-simple
gemini-2.5-flash-lite,0.5,123,0.2361,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.0807,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0926,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,999,0.1241,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.0854,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.6238,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.2133,recursive
gemini-2.5-flash-lite,0.5,999,0.1023,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.1309,termination-bwb
gemini-2.5-flash-lite,0.5,123,0.1117,loops
gemini-2.5-flash-lite,0.5,999,0.1989,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.1608,loops
gemini-2.5-flash-lite,0.5,999,0.013,recursive
gemini-2.5-flash-lite,0.5,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0532,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.1778,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0,array-fpi
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.4991,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.0416,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0,bitvector
gemini-2.5-flash-lite,0.5,123,0.0,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.0129,loops
gemini-2.5-flash-lite,0.5,123,0.1945,recursive
gemini-2.5-flash-lite,0.5,123,0.0,bitvector
gemini-2.5-flash-lite,0.5,42,0.0,loop-invgen
gemini-2.5-flash-lite,0.5,123,0.0041,loops
gemini-2.5-flash-lite,0.5,999,0.0305,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.0,loop-invgen
gemini-2.5-flash-lite,0.5,999,0.0,bitvector
gemini-2.5-flash-lite,0.5,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0855,loop-acceleration
gemini-2.5-flash-lite,0.5,123,0.393,array-fpi
gemini-2.5-flash-lite,0.5,999,0.1472,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.1752,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.3491,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0001,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.0,loop-invgen
gemini-2.5-flash-lite,0.5,999,0.1609,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0383,loops
gemini-2.5-flash-lite,0.5,42,0.3097,array-memsafety
gemini-2.5-flash-lite,0.5,999,0.1144,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.092,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.3003,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0736,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0069,array-fpi
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.1511,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.2587,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0,bitvector
gemini-2.5-flash-lite,0.5,999,0.3452,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.0905,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.3252,array-fpi
gemini-2.5-flash-lite,0.5,999,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.5,999,0.1552,array-fpi
gemini-2.5-flash-lite,0.5,42,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.5,123,0.2551,array-memsafety
gemini-2.5-flash-lite,0.5,42,0.2121,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0,termination-nla
gemini-2.5-flash-lite,0.5,999,0.4302,array-memsafety
gemini-2.5-flash-lite,0.5,999,0.0,termination-nla
gemini-2.5-flash-lite,0.5,999,0.1918,bitvector
gemini-2.5-flash-lite,0.5,123,0.051,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.1938,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.0,termination-nla
gemini-2.5-flash-lite,0.5,42,0.0413,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0,termination-nla
gemini-2.5-flash-lite,0.5,999,0.0794,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.2533,loops
gemini-2.5-flash-lite,0.5,123,0.1566,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.5187,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.18,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0,termination-nla
gemini-2.5-flash-lite,0.5,123,0.1169,bitvector
gemini-2.5-flash-lite,0.5,42,0.7547,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.0225,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.0,loops-crafted-1
gemini-2.5-flash-lite,0.5,42,0.148,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.1054,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.0245,array-fpi
gemini-2.5-flash-lite,0.5,123,0.0555,array-fpi
gemini-2.5-flash-lite,0.5,999,0.1112,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.2241,array-fpi
gemini-2.5-flash-lite,0.5,123,0.3275,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0,termination-nla
gemini-2.5-flash-lite,0.5,42,0.1056,loop-acceleration
gemini-2.5-flash-lite,0.5,123,0.1825,loops-crafted-1
gemini-2.5-flash-lite,0.5,999,0.0,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0277,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.6613,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.176,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.4064,loops
gemini-2.5-flash-lite,0.5,42,0.115,termination-bwb
gemini-2.5-flash-lite,0.5,999,0.0338,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.2912,array-fpi
gemini-2.5-flash-lite,0.5,123,0.128,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.515,loops-crafted-1
gemini-2.5-flash-lite,0.5,123,0.0059,loop-industry-pattern
gemini-2.5-flash-lite,0.5,123,0.3487,loops
