property,original_index,s42_pass,s42_errors,s123_pass,s123_complete,s123_errors,s999_pass,s999_complete,s999_errors,s42_complete
valid-memsafety,16,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 10}, ""data"": ""unknown namespace 'State'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 18}, ""endPos"": {""line"": 7, ""column"": 25}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 0}, ""endPos"": {""line"": 7, ""column"": 26}, ""data"": ""invalid universe level in constructor 'State.mk', parameter 'a' has type\n  ?m.16\nat universe level\n  ?u.15\nwhich is not less than or equal to the inductive type's resulting universe level\n  1""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 22}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 20}, ""endPos"": {""line"": 8, ""column"": 22}, ""data"": ""unsolved goals\nState : Sort ?u.43\n\u22a2 State""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 28}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 25}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",False
termination,17,True,[],True,True,[],True,True,[],True
unreach-call,18,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 7}, ""data"": ""fail to show termination for\n  fib\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  failed to eliminate recursive application\n    fib (n - 1)\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\nn : \u2115\n\u22a2 n - 1 < n""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 38}, ""endPos"": {""line"": 17, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 fib (15 : \u2115) = (610 : \u2115)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 3}, ""endPos"": {""line"": 3, ""column"": 6}, ""data"": ""unexpected token ':='; expected '=>'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 3}, ""endPos"": {""line"": 3, ""column"": 6}, ""data"": ""unexpected token ':='; expected '=>'""}]",False
termination,19,True,[],False,,no code,True,True,[],True
no-overflow,20,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 18}, ""endPos"": {""line"": 3, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 16}, ""endPos"": {""line"": 2, ""column"": 18}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 34}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 32}, ""endPos"": {""line"": 9, ""column"": 34}, ""data"": ""unsolved goals\n\u22a2 BoundedInt""}]",False
termination,21,True,[],True,True,[],True,True,[],True
termination,22,False,no code,True,True,[],False,,no code,
unreach-call,23,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""fail to show termination for\n  fibonacci\nwith errors\nfailed to infer structural recursion:\nCannot use parameter #1:\n  the type \u2124 does not have a `.brecOn` recursor\n\n\nfailed to prove termination, possible solutions:\n  - Use `have`-expressions to prove the remaining goals\n  - Use `termination_by` to specify a different well-founded relation\n  - Use `decreasing_by` to specify your own tactic for discharging this kind of goal\na\u271d : \u2124\nn : \u2124 := a\u271d\nh\u271d\u00b9 : \u00acn < 1\nh\u271d : \u00acn = 1\n\u22a2 sizeOf (a\u271d - 1) < sizeOf a\u271d""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 0}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""aborting evaluation since the expression depends on the 'sorry' axiom, which can lead to runtime instability and crashes.\n\nTo attempt to evaluate anyway despite the risks, use the '#eval!' command.""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 0}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""aborting evaluation since the expression depends on the 'sorry' axiom, which can lead to runtime instability and crashes.\n\nTo attempt to evaluate anyway despite the risks, use the '#eval!' command.""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 0}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""aborting evaluation since the expression depends on the 'sorry' axiom, which can lead to runtime instability and crashes.\n\nTo attempt to evaluate anyway despite the risks, use the '#eval!' command.""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 0}, ""endPos"": {""line"": 11, ""column"": 5}, ""data"": ""aborting evaluation since the expression depends on the 'sorry' axiom, which can lead to runtime instability and crashes.\n\nTo attempt to evaluate anyway despite the risks, use the '#eval!' command.""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""aborting evaluation since the expression depends on the 'sorry' axiom, which can lead to runtime instability and crashes.\n\nTo attempt to evaluate anyway despite the risks, use the '#eval!' command.""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 13, ""column"": 5}, ""data"": ""aborting evaluation since the expression depends on the 'sorry' axiom, which can lead to runtime instability and crashes.\n\nTo attempt to evaluate anyway despite the risks, use the '#eval!' command.""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",True
unreach-call,24,False,no code,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 8}, ""endPos"": {""line"": 6, ""column"": 10}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 8}, ""endPos"": {""line"": 7, ""column"": 10}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 8}, ""endPos"": {""line"": 8, ""column"": 12}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 12}, ""endPos"": null, ""data"": ""expected token""}]",
def-behavior,25,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 10}, ""endPos"": {""line"": 8, ""column"": 13}, ""data"": ""unexpected token ':='; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 19}, ""endPos"": {""line"": 7, ""column"": 31}, ""data"": ""unknown constant 'Unit'""}]",False,,no code,True,True,[],False
valid-memsafety,26,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 1, ""column"": 27}, ""endPos"": {""line"": 1, ""column"": 29}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 0}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""invalid 'import' command, it must be used in the beginning of the file""}]",True,True,[],
unreach-call,27,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 32}, ""endPos"": {""line"": 6, ""column"": 42}, ""data"": ""type expected, got\n  (Vector \u2124 : \u2115 \u2192 Type)""}]",False,False,Theorem is missing a header,True,True,[],False
unreach-call,28,False,no code,True,True,[],False,,no code,
no-overflow,29,False,no code,False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 22}, ""endPos"": {""line"": 6, ""column"": 24}, ""data"": ""unexpected token 'by'; expected command""}]",
unreach-call,30,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 27}, ""endPos"": {""line"": 2, ""column"": 28}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 30}, ""endPos"": {""line"": 6, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 Nat""}]",False,,no code,False
no-overflow,31,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 15}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 13}, ""endPos"": {""line"": 4, ""column"": 15}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,,no code,
valid-memsafety,32,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",True
def-behavior,33,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 17}, ""data"": ""unknown namespace 'verification'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 16}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 14}, ""endPos"": {""line"": 6, ""column"": 16}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 20}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 18}, ""endPos"": {""line"": 7, ""column"": 20}, ""data"": ""unsolved goals\n\u22a2 Type""}]",True,True,[],False
termination,34,False,no code,False,,no code,False,,no code,
def-behavior,35,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 15}, ""endPos"": {""line"": 6, ""column"": 17}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",False,False,Theorem is missing a header,True
valid-memsafety,36,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 7}, ""data"": ""unknown namespace 'IO'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 60}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 16}, ""endPos"": {""line"": 4, ""column"": 31}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 47}, ""endPos"": {""line"": 4, ""column"": 54}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 58}, ""endPos"": {""line"": 4, ""column"": 60}, ""data"": ""unsolved goals\nx\u271d\u00b9 : Sort ?u.2\nIOArray : x\u271d\u00b9\nInt : Sort ?u.26\nx\u271d : Sort ?u.20\nIO : x\u271d\narr : ?m.24\ni j : Int\n\u22a2 ?m.31""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 12}, ""endPos"": {""line"": 5, ""column"": 18}, ""data"": ""unknown namespace 'Vector'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 91}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 22}, ""endPos"": {""line"": 7, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 79}, ""endPos"": {""line"": 7, ""column"": 85}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 89}, ""endPos"": {""line"": 7, ""column"": 91}, ""data"": ""unsolved goals\nx\u271d\u00b9 : Sort ?u.2\nIOVector : x\u271d\u00b9\nNat : Sort ?u.59\n\u03b1 : Sort ?u.64\nBool : Sort ?u.67\nx\u271d : Sort ?u.53\nIO : x\u271d\nv : ?m.57\nstart end_idx : Nat\ncmp : \u03b1 \u2192 \u03b1 \u2192 Bool\n\u22a2 ?m.70""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Set'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 21}, ""endPos"": {""line"": 5, ""column"": 26}, ""data"": ""invalid binder annotation, type is not a class instance\n  ?m.10\nuse the command `set_option checkBinderAnnotations false` to disable the check""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 71}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 25}, ""endPos"": {""line"": 7, ""column"": 40}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 56}, ""endPos"": {""line"": 7, ""column"": 65}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 69}, ""endPos"": {""line"": 7, ""column"": 71}, ""data"": ""unsolved goals\nx\u271d\u00b9 : Sort ?u.12\nSTArray : x\u271d\u00b9\nNat : Sort ?u.36\nx\u271d : Sort ?u.30\nST : x\u271d\narr : ?m.34\ni j : Nat\n\u22a2 ?m.41""}]",False
valid-memsafety,37,True,[],True,True,[],False,,no code,True
termination,38,True,[],True,False,[],True,True,[],True
valid-memsafety,39,True,[],False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 14}, ""data"": ""unknown namespace 'Classical'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 57}, ""endPos"": {""line"": 8, ""column"": 67}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 43}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 41}, ""endPos"": {""line"": 9, ""column"": 43}, ""data"": ""unsolved goals\nState : Sort ?u.63\ns : State\n\u22a2 Prop""}]",True
no-overflow,40,False,no code,False,,no code,True,True,[],
termination,41,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 25}, ""endPos"": null, ""data"": ""expected token""}]",False,,no code,
termination,42,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 31}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 29}, ""endPos"": {""line"": 4, ""column"": 31}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nx : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False
no-overflow,43,False,no code,True,True,[],False,,no code,
termination,44,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 20}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",True,True,[],True,True,[],False
no-overflow,45,True,[],False,,no code,True,False,[],True
valid-memsafety,46,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 40}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 38}, ""endPos"": {""line"": 5, ""column"": 40}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nN : Nat\nInt : Sort ?u.21\ni : Nat\n\u22a2 Int""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Int'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 7}, ""data"": ""unknown namespace 'ST'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 31}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 29}, ""endPos"": {""line"": 8, ""column"": 31}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",True
