property,original_index,s999_pass,s999_complete,s999_errors,s123_pass,s123_complete,s123_errors,s42_pass,s42_complete,s42_errors
no-overflow,10,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [State]""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}]"
def-behavior,11,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 51}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 23}, ""endPos"": {""line"": 3, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 36}, ""endPos"": {""line"": 3, ""column"": 45}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 49}, ""endPos"": {""line"": 3, ""column"": 51}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 62}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 34}, ""endPos"": {""line"": 3, ""column"": 43}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 47}, ""endPos"": {""line"": 3, ""column"": 56}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 60}, ""endPos"": {""line"": 3, ""column"": 62}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 3, ""column"": 30}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 ?m.9 n""}]"
valid-memsafety,12,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 50}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 44}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 50}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nx\u271d : Sort ?u.8\nArray : x\u271d\nsize : Nat\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 56}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 3, ""column"": 42}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 54}, ""endPos"": {""line"": 3, ""column"": 56}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\narr : ?m.6\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 57}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 55}, ""endPos"": {""line"": 3, ""column"": 57}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nBool : Sort ?u.13\narraySize : Nat\n\u22a2 Bool""}]"
no-overflow,13,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 26}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 13}, ""endPos"": {""line"": 18, ""column"": 25}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 6, ""column"": 28}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2115 : Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 53}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 21, ""column"": 40}, ""endPos"": {""line"": 22, ""column"": 59}, ""data"": ""unsolved goals\nn : \u2115\n\u22a2 hanoiMoves n = applyHanoiSteps n""}]"
def-behavior,14,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 27}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 50}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nk x : \u2124\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 11}, ""endPos"": {""line"": 7, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 45}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 43}, ""endPos"": {""line"": 8, ""column"": 45}, ""data"": ""unsolved goals\nProgramState : Sort ?u.5\ns : ProgramState\n\u22a2 Prop""}]"
no-overflow,15,True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 41}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nw : \u2115\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 41}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nw : \u2115\n\u22a2 Bool""}]"
valid-memsafety,16,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 9}, ""endPos"": {""line"": 5, ""column"": 16}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 20}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 21}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 20}, ""endPos"": {""line"": 11, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 53}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 51}, ""endPos"": {""line"": 7, ""column"": 53}, ""data"": ""unsolved goals\nProgramState : Sort ?u.11\nBool : Sort ?u.13\nstate : ProgramState\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 48}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 46}, ""endPos"": {""line"": 3, ""column"": 48}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nBool : Sort ?u.13\nn : Nat\n\u22a2 Bool""}]"
termination,17,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 59}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 Option ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 35}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 ProgramState""}]"
unreach-call,18,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 3}, ""endPos"": {""line"": 6, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 33}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 25}, ""endPos"": {""line"": 17, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}]",True,True,[],True,True,[]
termination,19,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 8, ""column"": 9}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2124 : Type""}, {""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 56}, ""endPos"": {""line"": 20, ""column"": 30}, ""data"": ""unsolved goals\na : \u2124\n\u22a2 a > (0 : \u2124) \u2192 rec a \u2265 (1 : \u2124)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 3}, ""endPos"": {""line"": 5, ""column"": 4}, ""data"": ""unexpected token '+'; expected '=>'""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 41}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 35}, ""endPos"": {""line"": 16, ""column"": 40}, ""data"": ""unknown constant 'Unit'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 2}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""type mismatch\n  fun x => ?m.11\nhas type\n  (x : ?m.7) \u2192 ?m.12 x : Sort (imax ?u.6 ?u.9)\nbut is expected to have type\n  \u2124 : Type""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 61}, ""endPos"": {""line"": 17, ""column"": 30}, ""data"": ""unsolved goals\ni : \u2124\nh : i > (0 : \u2124)\n\u22a2 rec i \u2265 (1 : \u2124)""}]"
no-overflow,20,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 17}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 15}, ""endPos"": {""line"": 3, ""column"": 17}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",True,True,[],True,True,[]
termination,21,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 17}, ""endPos"": {""line"": 7, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 57}, ""endPos"": {""line"": 9, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 List ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 11}, ""endPos"": {""line"": 7, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 59}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 34}, ""endPos"": {""line"": 8, ""column"": 53}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 57}, ""endPos"": {""line"": 8, ""column"": 59}, ""data"": ""unsolved goals\nProgramState : Sort ?u.11\nx\u271d : Sort ?u.8\nOption : x\u271d\nstate : ProgramState\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 7}, ""endPos"": null, ""data"": ""expected token""}]"
termination,22,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 64}, ""endPos"": {""line"": 8, ""column"": 30}, ""data"": ""unsolved goals\ns : ProgramState\n\u22a2 List ProgramState""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 44}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unsolved goals\nx y : \u2124\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 17}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""default handlers have not been implemented yet, class: 'Eq' types: [ProgramState]""}]"
unreach-call,23,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 23, ""column"": 8}, ""endPos"": {""line"": 23, ""column"": 65}, ""data"": ""invalid `do` notation, expected type is not a monad application\n  (?m.470 : \u2115) < Nat.succ (?m.471 : \u2115)\nYou can use the `do` notation in pure code by writing `Id.run do` instead of `do`, where `Id` is the identity monad.""}, {""severity"": ""error"", ""pos"": {""line"": 19, ""column"": 42}, ""endPos"": {""line"": 23, ""column"": 65}, ""data"": ""unsolved goals\ncase right\nx : \u2115\n\u22a2 x \u2260 (5 : \u2115) \u2228 fibonacci x = (3 : \u2115)""}, {""severity"": ""error"", ""pos"": {""line"": 23, ""column"": 66}, ""endPos"": {""line"": 23, ""column"": 68}, ""data"": ""unexpected token 'at'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}]"
unreach-call,24,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 23}, ""endPos"": {""line"": 14, ""column"": 67}, ""data"": ""type mismatch\n  fun (i : (?m.101 : Type ?u.67)) =>\n    if\n        i % (2 : (?m.177 : (?m.101 : Type ?u.67) \u2192 Type ?u.66) i) =\n          (0 : (?m.176 : (?m.101 : Type ?u.67) \u2192 Sort ?u.64) i) then\n      (20 : (?m.175 : (?m.101 : Type ?u.67) \u2192 Sort ?u.136) i)\n    else (0 : (?m.175 : (?m.101 : Type ?u.67) \u2192 Sort ?u.136) i)\nhas type\n  (i : (?m.101 : Type ?u.67)) \u2192 (?m.175 : (?m.101 : Type ?u.67) \u2192 Sort ?u.136) i : Type (max ?u.67 ?u.129)\nbut is expected to have type\n  \u2115 : Type""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 17}, ""endPos"": {""line"": 17, ""column"": 30}, ""data"": ""unsolved goals\nN : \u2115\nh1 : N > (0 : \u2115)\nh2 : N \u2264 (2147483647 : \u2115)\n\u22a2 let arr : List \u2115 := List.ofFn sorry;\n  let sum : \u2115 := List.foldl (fun (x1 x2 : \u2115) => x1 + x2) (0 : \u2115) (List.drop (1 : \u2115) arr);\n  sum \u2264 (2 : \u2115) * N""}]",True,True,[],True,True,[]
def-behavior,25,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 3, ""column"": 35}, ""data"": ""unsolved goals\nInt : Sort ?u.13\nNat : Sort ?u.17\nx y : Int\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 35}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 3, ""column"": 35}, ""data"": ""unsolved goals\nInt : Sort ?u.13\nNat : Sort ?u.17\nx y : Int\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 15}, ""data"": ""unknown constant 'Repr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 66}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 41}, ""endPos"": {""line"": 7, ""column"": 60}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 64}, ""endPos"": {""line"": 7, ""column"": 66}, ""data"": ""unsolved goals\nProgramState : Sort ?u.11\nx\u271d : Sort ?u.8\nOption : x\u271d\nstate : ProgramState\n\u22a2 ?m.14""}]"
